File,Gamma,|V|,|T|,|E|,G_edges,LS,varLS
gen_B1,2,1162.3089,1161.2989,22899.3082,65.6036,0.0955,165503.261
gen_B1,3,1162.3089,1161.2989,22899.3082,49.8098,0.048,181274.3196
gen_B1,4,1162.3089,1161.2989,22899.3082,44.8211,0.032,181998.8916
gen_B1,5,1162.3089,1161.2989,22899.3082,41.9256,0.024,182030.0915
gen_B1,6,1162.3089,1161.2989,22899.3082,41.514,0.0192,182030.6803
gen_B1,7,1162.3089,1161.2989,22899.3082,41.5497,0.016,182030.6803
