File,Gamma,G_edges,LS,varLS
gen_B1,2,953.8519,612.6278,165503.261
gen_B1,3,496.4843,323.7148,181274.3196
gen_B1,4,331.5397,216.3333,181998.8916
gen_B1,5,248.6724,162.2673,182030.0915
gen_B1,6,198.9382,129.8141,182030.6803
gen_B1,7,165.7819,108.1785,182030.6803
