File,Gamma,V,T,E,G_Edges,BBR19,LS,LSAR,DEC
test0895,2,115,1242,19985,638,0.0532,12.2156,0.1055,0.0466
test1026,2,85,399,7420,240,0.014,1.7421,0.0195,0.0181
test0022,2,83,1754,11333,366,0.0251,4.0382,0.0321,0.028
test1265,2,87,1209,11088,344,0.0241,3.8605,0.0343,0.0351
test0050,2,142,1576,44608,2208,0.4846,71.7806,0.8354,0.1522
test0198,2,137,1446,28140,862,0.1161,28.7658,0.2566,0.0915
test0383,2,136,1822,41939,2168,0.5046,70.1406,0.8787,0.167
test0658,2,150,413,32063,1637,0.1778,36.167,0.2786,0.0761
test1221,2,120,1586,23056,700,0.0653,16.4719,0.0859,0.0664
test0816,2,80,724,10704,523,0.0324,4.1664,0.0465,0.0294
test0317,2,95,1162,19083,956,0.0943,11.1895,0.1268,0.0617
test1385,2,137,1102,26312,809,0.1239,24.4022,0.1392,0.0731
test0098,2,93,1619,19388,935,0.1022,17.0084,0.1386,0.0524
test0130,2,141,570,22318,710,0.0559,17.3408,0.0834,0.0508
test0507,2,90,377,8118,258,0.0156,2.2792,0.0205,0.0193
test1431,2,146,1847,34242,1050,0.1182,39.6762,0.159,0.0852
test0870,2,120,1687,23186,652,0.0633,17.1844,0.0819,0.0655
test0604,2,104,1630,25253,1253,0.1551,22.442,0.2002,0.0831
test1435,2,143,699,24332,743,0.0726,19.7844,0.0961,0.061
test1161,2,88,428,10542,541,0.0318,3.4076,0.0466,0.0274
test1100,2,90,1146,11233,324,0.0223,3.7151,0.0288,0.0353
test0838,2,129,967,31079,1523,0.1795,28.9229,0.2543,0.0792
test0683,2,132,1762,28454,914,0.093,25.2825,0.1325,0.0675
test1262,2,119,1638,31842,1547,0.1985,33.736,0.2947,0.0816
test0861,2,108,1194,16031,483,0.0412,10.4491,0.0543,0.0449
test0492,2,88,1154,10454,301,0.0227,3.5604,0.0302,0.0272
test0230,2,115,1970,22805,720,0.0673,18.3394,0.1015,0.0565
test0737,2,132,779,20299,687,0.0538,13.498,0.0816,0.0487
test1260,2,147,1895,53190,2610,0.5657,98.8493,0.8133,0.1569
test0114,2,100,613,11427,379,0.0336,5.4823,0.0388,0.029
test0536,2,104,1051,14732,472,0.0639,6.9174,0.083,0.0512
test0358,2,119,743,18185,591,0.0667,15.521,0.0815,0.0854
test1353,2,108,377,15262,803,0.0509,9.1245,0.0866,0.0375
test0170,2,132,1820,29707,907,0.1038,26.5682,0.1436,0.0829
test1047,2,117,1238,19612,555,0.0477,13.7357,0.069,0.0479
test0128,2,106,510,12579,377,0.0312,6.2448,0.0442,0.0358
test0849,2,150,552,24845,795,0.0647,22.7314,0.1006,0.0604
test0617,2,122,1259,21656,679,0.0695,14.2922,0.0812,0.0526
test0478,2,112,1747,29720,1492,0.2077,28.6263,0.4422,0.0905
test1414,2,143,831,37832,1815,0.4162,56.322,0.6577,0.1443
test1487,2,100,1597,23891,1163,0.1473,21.8779,0.2029,0.0883
test1317,2,142,1031,39181,1903,0.299,52.6425,0.4663,0.119
test0448,2,96,1426,20183,955,0.0894,13.0193,0.1284,0.0548
test0107,2,97,368,9196,265,0.0165,2.6005,0.023,0.0201
test0193,2,105,947,20035,1040,0.09,11.6253,0.1348,0.0511
test0417,2,147,847,37205,1851,0.3848,50.2277,0.4724,0.1664
test1462,2,101,436,10575,346,0.0206,3.9888,0.0299,0.0248
test1149,2,149,583,25037,830,0.0688,17.5741,0.107,0.0649
test1393,2,143,1306,42699,2058,0.3976,58.9709,0.6649,0.1203
test0565,2,145,1619,32362,986,0.1154,37.1179,0.1564,0.0905
test1110,2,119,1548,32783,1548,0.2134,33.841,0.2982,0.0915
test0271,2,111,368,12887,409,0.0261,5.2509,0.0392,0.0294
test1292,2,132,1639,28268,835,0.1226,35.675,0.1658,0.1224
test0272,2,100,1542,22313,1183,0.1724,22.24,0.2564,0.077
test0117,2,132,1102,23752,738,0.0745,24.8192,0.1067,0.0692
test0650,2,125,1307,21753,707,0.0766,17.5564,0.0974,0.0643
test0781,2,123,575,22693,1167,0.1267,19.0707,0.2024,0.0737
test1065,2,112,817,16369,508,0.0535,10.3845,0.0621,0.0462
test1076,2,127,1542,25184,720,0.0836,23.5449,0.1099,0.0794
test0640,2,149,1223,30814,980,0.2209,33.1943,0.2396,0.1134
test0534,2,84,1002,13097,638,0.0573,8.1502,0.0807,0.0508
test0803,2,80,1326,9029,257,0.017,3.0855,0.0217,0.0213
test0506,2,149,1356,34652,1116,0.1317,46.3958,0.19,0.0871
test1071,2,131,829,30044,1478,0.1959,29.4877,0.2599,0.0967
test1240,2,97,1668,20347,1005,0.1072,13.5297,0.1365,0.0578
test1001,2,146,1473,48220,2450,0.4974,85.5631,0.7449,0.1712
test0555,2,95,1063,17423,811,0.0862,11.3518,0.131,0.0798
test1270,2,82,495,7164,222,0.0153,2.6379,0.0223,0.0193
test0508,2,88,488,11027,550,0.0352,3.7956,0.0513,0.0307
test1441,2,90,1791,19764,956,0.1245,17.3126,0.1993,0.0853
test1139,2,139,984,37082,1911,0.3351,50.4181,0.5111,0.1193
test1318,2,132,1668,28498,899,0.1116,38.7699,0.1799,0.1
test0063,2,128,955,29687,1392,0.1638,29.2572,0.2248,0.0731
test0980,2,137,858,25321,794,0.0827,20.9567,0.1153,0.0677
test1323,2,143,1751,48091,2311,0.5107,80.7645,0.7276,0.1491
test1035,2,99,462,14361,705,0.0568,7.2946,0.085,0.0519
test0470,2,129,1398,25112,759,0.0837,22.5679,0.1186,0.0695
test0637,2,112,577,14353,412,0.0292,9.0632,0.039,0.0333
test1040,2,124,594,18190,609,0.0441,9.3103,0.0658,0.0422
test0755,2,95,509,10067,342,0.0198,2.9082,0.0275,0.0238
test1189,2,109,1275,17132,533,0.0437,8.8931,0.0557,0.0406
test0476,2,96,1386,19198,955,0.0872,10.806,0.124,0.0529
test1478,2,83,1248,14272,733,0.0664,5.9335,0.0803,0.0413
test0583,2,138,1308,40177,1939,0.296,49.6986,0.4311,0.1118
test1436,2,92,1854,19592,976,0.0912,11.2516,0.1243,0.052
test0134,2,129,1312,24911,716,0.0657,17.9056,0.0891,0.0565
test0460,2,120,356,14789,464,0.0294,6.1153,0.0455,0.0323
test1362,2,112,590,20595,1028,0.0868,12.0658,0.1243,0.0539
test0729,2,81,435,7164,237,0.0139,1.5124,0.0195,0.018
test1133,2,120,1370,32830,1563,0.2441,35.73,0.3494,0.102
test0563,2,86,1915,18394,893,0.1379,10.8689,0.1876,0.0705
test1339,2,118,1242,29358,1433,0.1816,30.8698,0.2605,0.0802
test0738,2,86,1219,10415,324,0.0593,4.7239,0.0696,0.0708
test0378,2,97,513,10266,348,0.0255,4.7071,0.0422,0.0312
test1395,2,101,408,14123,696,0.0523,7.196,0.0762,0.0437
test1382,2,137,1788,44118,2244,0.3965,64.611,0.5654,0.1248
test0093,2,124,719,26223,1286,0.1292,19.4002,0.1861,0.0686
test0991,2,108,1701,25610,1239,0.1383,19.1,0.2016,0.0664
test1105,2,102,565,11709,362,0.0234,3.9405,0.0333,0.0264
test0916,2,118,501,21200,1096,0.0922,12.2858,0.141,0.0529
test1314,2,117,1999,34114,1638,0.2423,33.6249,0.3237,0.0987
test1246,2,92,679,10100,313,0.019,2.9788,0.0262,0.0227
test1434,2,106,1917,18143,554,0.0463,9.7181,0.0613,0.043
test0163,2,80,483,9584,479,0.0272,2.6541,0.0397,0.0318
test0125,2,104,1281,23274,1194,0.1288,15.6228,0.1753,0.0636
test1101,2,113,499,14561,451,0.0318,5.9391,0.0427,0.033
test1005,2,102,618,12327,362,0.0249,4.4065,0.0322,0.028
test0818,2,108,1486,17584,522,0.0409,9.1047,0.0538,0.0402
test0799,2,116,455,20203,1034,0.0841,11.1419,0.125,0.0494
test1394,2,84,1803,17266,850,0.0711,8.786,0.0969,0.0453
test0877,2,126,1559,25990,783,0.0727,19.4823,0.102,0.0607
test0784,2,111,1041,16587,517,0.0403,7.9571,0.0531,0.0472
test0059,2,83,1151,9478,303,0.0195,2.7006,0.0249,0.0216
test0898,2,90,1231,16418,807,0.0639,7.9117,0.0876,0.0434
test0833,2,98,745,11143,318,0.0199,3.6324,0.0279,0.0253
test0834,2,126,1096,31623,1581,0.1969,28.045,0.2839,0.0798
test1250,2,134,990,34965,1747,0.2341,33.9499,0.3393,0.0919
test0258,2,143,1801,34672,1035,0.1091,34.7055,0.1578,0.083
test0474,2,105,1409,23765,1189,0.1245,16.2273,0.1766,0.0631
test0299,2,86,1629,11761,380,0.0254,4.1373,0.0341,0.0278
test0406,2,82,876,11903,599,0.0401,4.1499,0.0537,0.0316
test1298,2,81,1018,8301,247,0.0155,2.1027,0.0199,0.0201
test0922,2,103,1148,15246,473,0.0333,6.8157,0.0454,0.0349
test0626,2,91,1847,14697,449,0.0336,6.4745,0.0433,0.0414
test1015,2,127,1555,25078,757,0.0693,18.1533,0.0954,0.0574
test1388,2,121,1616,23737,726,0.0639,16.3537,0.0872,0.0548
test1301,2,89,1181,11327,332,0.0224,3.8727,0.0291,0.0328
test1168,2,137,1638,44134,2204,0.391,55.5073,0.5307,0.1138
test1198,2,132,750,29381,1446,0.1587,23.886,0.2305,0.0747
test0952,2,149,1343,35013,1107,0.1197,35.2348,0.17,0.0829
test1424,2,123,873,27392,1385,0.1546,20.7284,0.2171,0.0698
test1082,2,92,1227,12447,388,0.0266,4.6484,0.0355,0.0298
test0779,2,106,469,12101,396,0.0254,4.1835,0.0355,0.0273
test1125,2,82,989,13124,688,0.0472,4.9943,0.0666,0.035
test1192,2,110,1550,25547,1223,0.1374,18.8423,0.1858,0.0736
test0557,2,142,1676,44257,2204,0.3751,55.5892,0.5341,0.1153
test0086,2,96,1213,13900,432,0.0324,5.7718,0.043,0.033
test1135,2,93,414,11448,573,0.0326,3.9348,0.0482,0.0288
test0554,2,134,399,18895,622,0.0432,10.0674,0.0672,0.0408
test1460,2,116,1172,26700,1335,0.1469,20.2357,0.2134,0.0687
test0407,2,145,374,28824,1439,0.1378,22.3487,0.2259,0.0691
test1126,2,89,1975,19620,977,0.0929,11.3842,0.1314,0.0528
test0073,2,103,786,13302,395,0.0264,5.2218,0.036,0.0299
test0351,2,136,1676,30231,927,0.094,26.4516,0.1297,0.0731
test0375,2,111,944,16732,497,0.0373,8.1064,0.0503,0.0389
test0748,2,120,1368,30547,1476,0.19,26.8074,0.2557,0.0788
test1481,2,116,1652,20882,680,0.056,12.8633,0.0764,0.0484
test0060,2,126,488,23631,1171,0.1094,15.2968,0.1595,0.0595
test1083,2,149,756,37709,1868,0.2626,39.1176,0.3787,0.0953
test0396,2,90,1282,17364,840,0.0733,8.7934,0.0988,0.0468
test1019,2,88,1096,15152,776,0.0611,6.7378,0.084,0.0407
test1124,2,139,1840,50217,2448,0.4756,72.6778,0.6679,0.133
test1038,2,127,1991,39673,1885,0.3001,45.9414,0.4252,0.1051
test0207,2,98,806,17764,896,0.0725,9.0471,0.1051,0.0462
test1155,2,85,1901,12014,371,0.0275,4.5078,0.0337,0.0284
test0023,2,146,1332,32266,1015,0.1011,29.7645,0.1531,0.0736
test0986,2,138,496,20977,685,0.0519,12.2527,0.0776,0.0462
test0029,2,90,1198,16650,800,0.0676,8.1475,0.0912,0.044
test0887,2,86,637,8931,284,0.0166,2.4001,0.0226,0.0202
test0395,2,145,811,26637,797,0.0693,19.9493,0.1029,0.0599
test0285,2,121,1724,33737,1653,0.236,32.5248,0.3292,0.0899
test1443,2,132,1495,40346,1948,0.2985,46.1609,0.4358,0.1054
test0500,2,101,1736,16270,496,0.0395,7.8554,0.0518,0.0387
test1018,2,145,732,24918,789,0.0647,17.6453,0.1015,0.0564
test1354,2,97,1594,22286,1100,0.1188,14.4592,0.163,0.0618
test1396,2,118,823,17120,537,0.0389,8.5317,0.0543,0.0388
test0774,2,131,1687,27379,826,0.0574,19593.8079,0.081,0.0459
test0419,2,87,365,9987,518,0.0215,2.2697,0.0315,0.0194
test1492,2,116,1974,23084,699,0.0671,15.1954,0.087,0.0577
test0889,2,132,571,19933,599,0.052,11.4977,0.0643,0.0446
test0901,2,94,1277,17834,862,0.0868,9.2372,0.1491,0.0462
test1056,2,89,1570,12421,365,0.0257,5.4263,0.0327,0.0294
test0444,2,125,1823,37027,1850,0.2722,39.3739,0.3932,0.0991
test1000,2,88,664,9197,288,0.0173,2.584,0.0238,0.0218
test0164,2,127,1040,32977,1585,0.1918,30.8543,0.2828,0.0834
test0544,2,90,1872,20313,1012,0.1009,12.358,0.1434,0.0538
test1136,2,124,1581,24192,733,0.0663,17.3673,0.0972,0.0553
test0976,2,96,1031,12453,430,0.0272,4.6305,0.0394,0.029
test0974,2,134,1898,31784,939,0.0998,30.2284,0.1411,0.0771
test0422,2,137,971,25272,833,0.0738,18.5404,0.1076,0.058
test1064,2,144,506,31674,1542,0.1676,27.6554,0.2462,0.0814
test0447,2,116,376,19353,1006,0.0769,10.202,0.1248,0.0471
test0342,2,117,586,16112,477,0.034,7.4649,0.0498,0.0355
test0731,2,121,1952,37419,1780,0.2775,40.5758,0.38,0.0973
test1477,2,94,577,13733,666,0.0459,5.4657,0.073,0.0348
test0030,2,141,1900,53139,2559,0.5411,83.1685,0.7548,0.1467
test0845,2,101,1316,15340,445,0.0438,6.9181,0.0442,0.0345
test0187,2,137,718,22190,690,0.0543,13.8325,0.0775,0.0506
test0619,2,125,1818,25451,800,0.0743,18.7256,0.1027,0.059
test0053,2,90,1031,10963,322,0.0213,3.6625,0.0274,0.0251
test1333,2,112,1604,20397,588,0.0569,12.257,0.0677,0.048
test0621,2,142,658,34007,1716,0.2065,31.342,0.3129,0.0843
test1073,2,98,560,14710,720,0.0487,6.1073,0.0733,0.0371
test0921,2,140,1853,48710,2372,0.4391,67.3479,0.6199,0.1266
test0176,2,146,973,29111,871,0.0947,23.8266,0.1182,0.0651
test1143,2,118,1612,31823,1577,0.2044,28.9789,0.2985,0.0849
test0136,2,123,1909,26673,802,0.0773,20.6494,0.1049,0.0628
test0897,2,132,724,21568,677,0.0509,13.0523,0.0773,0.0476
test0467,2,119,822,18735,643,0.0484,10.0173,0.0771,0.0444
test1024,2,90,482,8819,298,0.0161,2.2413,0.023,0.0199
test0628,2,90,987,15844,784,0.0594,7.1934,0.0829,0.0417
test0596,2,116,1313,28345,1393,0.1559,22.4675,0.2234,0.0811
test0657,2,126,733,19962,619,0.0478,11.1422,0.0782,0.044
test0509,2,133,961,34159,1635,0.2112,32.6354,0.3075,0.0874
test1208,2,99,1486,22655,1130,0.1177,14.7221,0.1573,0.0606
test0730,2,95,423,13087,626,0.0396,4.7362,0.0577,0.0318
test1277,2,129,1696,26841,803,0.0767,20.7777,0.1036,0.0624
test0061,2,91,1671,17877,862,0.0726,9.256,0.1116,0.0476
test0185,2,112,713,15269,466,0.032,6.5979,0.0461,0.0347
test0293,2,103,780,17772,906,0.0751,8.8789,0.1048,0.0465
test0461,2,99,1734,21984,1100,0.1184,13.9343,0.1568,0.059
test0248,2,105,1300,15568,531,0.0376,7.0692,0.0523,0.0371
test1488,2,136,531,27682,1352,0.1358,20.7297,0.202,0.0672
test1489,2,125,1952,37861,1859,0.276,40.8205,0.3881,0.1076
test0665,2,130,1139,24003,727,0.0641,16.3043,0.0889,0.0633
test1355,2,112,863,21937,1097,0.1039,13.4426,0.1484,0.0597
test0966,2,94,808,10493,321,0.0193,3.2369,0.0263,0.0233
test0796,2,139,1929,47757,2244,0.4164,64.8318,0.5796,0.1372
test0573,2,84,922,9009,276,0.0169,2.4876,0.0229,0.0205
test0566,2,112,535,18635,908,0.0693,9.6039,0.1032,0.0545
test0575,2,108,538,18007,919,0.0693,8.9159,0.1049,0.0449
test0825,2,92,1441,12290,361,0.0252,4.5544,0.0323,0.0366
test1006,2,133,1751,27642,856,0.0825,22.0424,0.1143,0.0637
test1430,2,144,680,24889,788,0.0658,17.1881,0.1044,0.0558
test0510,2,107,460,15952,797,0.054,7.0156,0.0809,0.0399
test0131,2,127,981,31135,1568,0.1905,26.9625,0.2849,0.0788
test1499,2,98,1307,19598,984,0.0866,10.8342,0.1248,0.051
test0286,2,122,1454,32707,1663,0.2353,30.133,0.3088,0.0841
test1233,2,89,1339,11856,364,0.0247,4.2403,0.0328,0.0358
test1072,2,122,1662,34941,1604,0.2209,34.7798,0.3159,0.0938
test0224,2,114,1294,18506,514,0.0932,10.9356,0.0869,0.121
test0409,2,132,1947,28660,890,0.0881,24.4335,0.1245,0.0659
test0623,2,114,1949,33467,1592,0.1572,547.3247,0.2382,0.0666
test1157,2,96,822,16734,840,0.0643,6.6105,0.0944,0.044
test0770,2,115,487,14882,488,0.0338,6.9583,0.0478,0.0344
test0341,2,103,1713,24147,1192,0.119,20.0574,0.1685,0.0574
test1426,2,117,1644,33457,1677,0.2868,31.2588,0.5291,0.1118
test0899,2,111,1819,19173,566,0.048,11.0891,0.0649,0.047
test1271,2,147,779,26363,818,0.0663,19.3194,0.0965,0.0628
test1238,2,119,1599,31861,1599,0.1895,41.1827,0.2592,0.0731
test1234,2,123,1033,20757,648,0.0484,11.0661,0.0658,0.0445
test1112,2,107,569,13261,437,0.0238,4.6562,0.0352,0.0279
test0374,2,147,1646,34510,1083,0.1065,29.8534,0.1479,0.0789
test0975,2,98,1633,15947,477,0.0331,6.7253,0.0436,0.0345
test1027,2,128,890,30166,1540,0.198,22.6694,0.275,0.0714
test1448,2,147,1014,29379,919,0.0749,21.8916,0.1073,0.0594
test0532,2,142,852,37243,1909,0.2418,33.8933,0.338,0.0819
test0535,2,149,912,41493,2053,0.5718,42.5013,0.8813,0.1897
test1085,2,95,1262,18945,965,0.0907,10.7842,0.1374,0.0496
test1075,2,118,1792,33562,1604,0.2152,33.086,0.2992,0.0951
test1330,2,90,1536,17227,865,0.0664,9.7899,0.0908,0.0438
test1152,2,93,1986,14363,445,0.03,7.0018,0.0382,0.031
test0630,2,140,941,35794,1712,0.2056,33.6491,0.296,0.0834
test1461,2,82,1279,9409,292,0.0152,2.4649,0.0209,0.0188
test0933,2,132,1666,38910,1896,0.2629,49.2509,0.3701,0.101
test0165,2,126,922,29877,1493,0.156,29.6383,0.225,0.0683
test1232,2,112,1915,30915,1502,0.1671,26.1818,0.2364,0.0707
test1384,2,80,1250,12049,598,0.0336,3.8311,0.0482,0.0276
test0389,2,89,693,14188,715,0.044,5.0528,0.062,0.0327
test1432,2,101,1680,24814,1182,0.1109,15.644,0.1571,0.0576
test1131,2,131,1732,39109,1835,0.2404,37.6762,0.3431,0.0887
test1457,2,143,604,24668,775,0.056,14.7407,0.0838,0.0484
test1342,2,115,877,16617,509,0.0425,6.9553,0.0457,0.0331
test1482,2,140,799,33950,1625,0.1725,27.6916,0.2602,0.0734
test1197,2,115,1929,32437,1560,0.1868,26.3929,0.2659,0.0768
test1485,2,150,888,29069,943,0.0751,20.717,0.1225,0.0569
test0960,2,108,1181,15586,479,0.0296,6.2188,0.041,0.0305
test0852,2,89,882,15019,765,0.0504,5.6949,0.0694,0.0344
test0831,2,140,1318,28040,799,0.0654,19.6333,0.0902,0.0595
test0962,2,111,1914,30205,1495,0.167,22.9018,0.2391,0.0705
test0252,2,118,643,16999,555,0.0344,7.2235,0.0494,0.0402
test0614,2,147,525,23525,717,0.0463,13.4031,0.0749,0.0435
test1151,2,124,880,27641,1329,0.1244,18.4786,0.1762,0.0668
test0854,2,122,1087,20710,668,0.0469,10.6929,0.0645,0.0444
test0069,2,140,426,20468,681,0.042,10.1664,0.0715,0.0393
test0260,2,137,589,21288,617,0.0412,11.4568,0.0616,0.0474
test1025,2,134,1402,39594,1967,0.2741,38.7729,0.3898,0.0895
test0549,2,132,1931,45263,2196,0.3322,51.0655,0.4707,0.1062
test1371,2,102,914,19415,987,0.0767,9.4647,0.1097,0.0434
test0813,2,144,1481,32236,956,0.0823,25.8102,0.1203,0.0641
test0645,2,124,355,15676,505,0.0286,6.0807,0.0442,0.0313
test0003,2,135,1902,30709,913,0.0825,23.8914,0.1126,0.0697
test1348,2,97,1950,16244,491,0.0325,6.9648,0.0445,0.033
test0585,2,137,1590,43190,2166,0.32,46.3609,0.4447,0.0984
test0031,2,140,1226,27905,828,0.0688,19.5069,0.0963,0.065
test0316,2,98,1923,23509,1194,0.1131,14.0953,0.1607,0.0549
test0735,2,146,914,28071,905,0.083,22.2994,0.1166,0.0581
test1473,2,118,1587,22234,692,0.0578,14.5903,0.0776,0.0528
test0042,2,138,1689,29033,914,0.0952,25.6717,0.1177,0.0754
test0274,2,140,685,32298,1657,0.189,30.3116,0.2821,0.0746
test0524,2,98,1146,13439,459,0.0371,7.4419,0.0422,0.0364
test0914,2,134,457,19420,597,0.0392,10.9723,0.0565,0.0378
test0311,2,128,1992,43078,2065,0.3385,53.0595,0.4396,0.1444
test1111,2,112,899,24305,1229,0.1116,15.0171,0.1605,0.0623
test0263,2,128,697,28534,1434,0.151,19.987,0.2226,0.069
test0413,2,80,1820,10079,316,0.0175,2.7734,0.0231,0.0206
test0195,2,119,1417,20980,610,0.0486,11.526,0.0662,0.0462
test1181,2,129,1102,34602,1753,0.2186,31.2547,0.3259,0.0798
test0026,2,144,994,38897,1946,0.2399,38.2511,0.3621,0.0852
test0278,2,141,897,38449,1889,0.2452,39.6461,0.3733,0.0882
test0848,2,134,1433,26907,825,0.1062,23.4381,0.1314,0.0693
test0122,2,128,1296,24634,773,0.0729,23.3427,0.0979,0.0599
test0392,2,127,553,18409,575,0.0526,10.8332,0.063,0.045
test0132,2,113,1260,18663,573,0.0465,10.6769,0.0626,0.0451
test0055,2,133,399,18887,583,0.0679,15.5518,0.1117,0.064
test0896,2,101,1449,22804,1123,0.1332,27.5238,0.1769,0.0748
test1187,2,137,1522,28417,843,0.0899,26.9482,0.1165,0.0674
test1433,2,133,1225,36207,1724,0.3551,432.867,0.4491,0.151
test0750,2,117,753,23016,1026,0.1186,19.4727,0.1511,0.1054
test0629,2,92,1564,20797,1028,0.1096,15.5739,0.1475,0.0839
test0761,2,95,1789,14721,408,0.0286,6.3085,0.0359,0.0393
test1296,2,81,718,11374,616,0.0348,3.6129,0.0502,0.0285
test0904,2,143,509,22640,736,0.0467,13.4806,0.0751,0.0439
test1130,2,146,899,39400,1871,0.2223,37.775,0.3283,0.1128
test0787,2,108,887,15367,504,0.0309,6.0028,0.0429,0.0319
test1214,2,116,1261,27920,1337,0.1335,19.5618,0.1923,0.0951
test0822,2,90,1268,16327,835,0.0599,6.8573,0.081,0.0572
test1062,2,96,560,10191,320,0.0169,2.6802,0.023,0.0473
test1313,2,118,1743,33957,1623,0.1881,29.4315,0.2633,0.1045
test0211,2,114,1549,27590,1325,0.1328,18.9042,0.1929,0.0992
test0082,2,150,775,39651,1921,0.2434,38.7912,0.3557,0.0877
test0359,2,140,417,20140,663,0.0404,9.8837,0.0657,0.068
test0079,2,94,1283,19572,959,0.0765,10.032,0.1044,0.0725
test1037,2,101,574,15613,812,0.0499,6.0522,0.0738,0.0375
test1193,2,111,1082,17517,529,0.0369,7.8426,0.0489,0.0381
test0144,2,100,762,17714,855,0.0577,7.7984,0.0824,0.067
test0485,2,142,1556,32520,1013,0.0925,26.7222,0.1335,0.0924
test1340,2,132,1911,43253,2081,0.3138,46.9701,0.4365,0.1273
test1483,2,117,1279,20535,668,0.0486,10.7865,0.0668,0.07
test0878,2,131,1114,33850,1713,0.1938,30.5339,0.2858,0.1127
test1404,2,126,1291,33845,1589,0.1768,28.1914,0.2581,0.1029
test0250,2,136,1001,25097,773,0.061,15.7515,0.0859,0.0505
test1428,2,104,1769,17022,489,0.0341,7.5343,0.0446,0.0628
test0223,2,99,510,14493,684,0.0412,5.1843,0.0578,0.0327
test0032,2,144,879,38505,1912,0.2288,35.8085,0.3359,0.1203
test0773,2,102,851,18569,959,0.071,8.4861,0.1006,0.0696
test1440,2,107,988,22161,1105,0.0934,12.1757,0.1378,0.0504
test0885,2,105,1545,17683,526,0.0369,7.9685,0.05,0.0649
test0196,2,93,1404,13371,396,0.0246,4.7318,0.0326,0.0541
test0454,2,129,1920,43008,2187,0.3372,46.2094,0.4797,0.1264
test1268,2,85,1029,13611,676,0.0416,4.8329,0.0582,0.0592
test0937,2,93,1613,13604,388,0.0246,4.8484,0.0322,0.0625
test0240,2,147,904,39143,1994,0.2517,36.9247,0.365,0.1147
test1053,2,93,1128,17516,879,0.0629,7.6332,0.0853,0.0676
test0539,2,126,1373,23121,693,0.0532,13.5248,0.0731,0.0741
test1375,2,105,541,12582,403,0.0291,4.0114,0.0322,0.0521
test0438,2,96,624,14783,772,0.0462,5.4441,0.0666,0.0594
test0727,2,134,1433,28498,856,0.0728,20.3593,0.0993,0.084
test0891,2,90,535,12684,652,0.0417,4.1024,0.0539,0.0551
test0907,2,129,919,29720,1508,0.1491,21.5055,0.2259,0.0947
test0672,2,126,1577,36125,1797,0.2296,32.3802,0.329,0.1129
test0463,2,80,635,7357,240,0.0112,1.401,0.0157,0.0419
test0056,2,123,524,22785,1126,0.085,12.4289,0.1282,0.0493
test0466,2,103,1953,17414,518,0.0364,7.8219,0.0472,0.037
test1177,2,85,1049,9637,287,0.016,2.3915,0.0205,0.0473
