File,Gamma,V,T,E,G_Edges,BBR19,LS,LSsort,DC,varNbGMTLS,varNbGMTDC,varNbGMTBBR19,varNbGMTLSsort
gen_B1,10,114.4303,1161.2989,22898.3082,0.0,0.0259,20.3758,0.0258,0.0549,4.3552,0.0006,0.0004,0.0004
