File,Gamma,V,T,E,V_living,G_Edges,BBR19,LS,LSsort,DC,varNbGMLS,varNbGMDC,varNbGMBBR19,varNbGMLSsort
gen_B1,10,114.4303,1161.2989,22898.3082,25708.1915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
