File,Gamma,V,T,E,V_living,G_Edges,BBR19,LS,LSAR,DEC
test,2,120,1687,23186,27566,652,403,403,404,397
test,2,104,1630,25253,32348,1253,873,869,870,883
test,2,143,699,24332,22583,743,423,420,419,426
test,2,88,428,10542,10200,541,328,322,322,332
test,2,90,1146,11233,12655,324,211,212,212,208
test,2,129,967,31079,33308,1523,929,929,929,946
test,2,132,1762,28454,33531,914,620,618,617,610
test,2,119,1638,31842,39207,1547,998,998,998,1001
test,2,108,1194,16031,17543,483,282,282,282,278
test,2,88,1154,10454,11615,301,198,195,194,193
test,2,115,1970,22805,28459,720,488,488,488,475
test,2,132,779,20299,18994,687,379,376,376,378
test,2,147,1895,53190,65638,2610,1790,1794,1795,1821
test,2,100,613,11427,10892,379,202,201,201,203
test,2,104,1051,14732,15802,472,283,280,280,276
test,2,119,743,18185,18183,591,350,346,347,350
test,2,108,377,15262,13354,803,422,419,419,433
test,2,132,1820,29707,35740,907,608,610,610,601
test,2,117,1238,19612,21805,555,357,355,355,353
test,2,106,510,12579,11471,377,218,215,216,213
test,2,150,552,24845,20786,795,412,407,410,420
test,2,122,1259,21656,23831,679,447,444,444,438
test,2,112,1747,29720,37731,1492,1035,1036,1035,1045
test,2,143,831,37832,39376,1815,1137,1132,1131,1156
test,2,100,1597,23891,30610,1163,817,810,810,808
test,2,142,1031,39181,42661,1903,1210,1211,1210,1239
test,2,96,1426,20183,25711,955,644,642,643,646
test,2,97,368,9196,7324,265,150,148,149,148
test,2,105,947,20035,22757,1040,640,641,641,642
test,2,147,847,37205,37641,1851,1121,1119,1120,1142
test,2,101,436,10575,8934,346,175,172,173,173
test,2,149,583,25037,21670,830,447,440,440,447
test,2,143,1306,42699,48981,2058,1354,1359,1357,1385
test,2,145,1619,32362,36742,986,612,612,612,609
test,2,119,1548,32783,40476,1548,1059,1063,1063,1060
test,2,111,368,12887,10472,409,208,209,209,212
test,2,132,1639,28268,33478,835,558,555,555,546
test,2,100,1542,22313,28351,1183,792,787,789,793
test,2,132,1102,23752,24872,738,447,444,444,449
test,2,125,1307,21753,23929,707,436,435,433,426
test,2,123,575,22693,21483,1167,665,664,663,673
test,2,112,817,16369,16751,508,315,313,314,310
test,2,127,1542,25184,29295,720,481,472,473,472
test,2,149,1223,30814,32192,980,601,599,599,604
test,2,84,1002,13097,15649,638,419,419,419,421
test,2,80,1326,9029,10504,257,170,169,169,168
test,2,149,1356,34652,38462,1116,713,709,708,710
test,2,131,829,30044,31114,1478,923,922,921,944
test,2,97,1668,20347,26091,1005,680,678,678,682
test,2,146,1473,48220,56988,2450,1552,1553,1554,1586
test,2,95,1063,17423,20846,811,535,533,533,532
test,2,82,495,7164,6484,222,132,131,130,127
test,2,88,488,11027,10919,550,332,332,332,340
test,2,90,1791,19764,26256,956,697,696,697,695
test,2,139,984,37082,40350,1911,1176,1176,1177,1194
test,2,132,1668,28498,33723,899,564,563,564,556
test,2,128,955,29687,32131,1392,884,885,884,899
test,2,137,858,25321,25565,794,460,454,453,467
test,2,143,1751,48091,58787,2311,1596,1596,1596,1636
test,2,99,462,14361,14026,705,402,401,401,408
test,2,129,1398,25112,28554,759,488,490,490,481
test,2,112,577,14353,13375,412,239,232,232,235
test,2,124,594,18190,16637,609,328,325,326,330
test,2,95,509,10067,9249,342,196,194,193,193
test,2,109,1275,17132,19202,533,328,330,330,328
test,2,96,1386,19198,23745,955,629,630,629,627
test,2,83,1248,14272,17805,733,498,495,495,497
test,2,138,1308,40177,45988,1939,1273,1276,1275,1298
test,2,92,1854,19592,26041,976,673,669,669,667
test,2,129,1312,24911,27973,716,474,473,473,475
test,2,120,356,14789,11685,464,225,223,224,227
test,2,112,590,20595,20919,1028,609,608,607,619
test,2,81,435,7164,6515,237,128,128,128,128
test,2,120,1370,32830,39674,1563,1077,1080,1080,1105
test,2,86,1915,18394,25230,893,658,657,657,648
test,2,118,1242,29358,34717,1433,957,962,961,963
test,2,86,1219,10415,11982,324,201,200,200,202
test,2,97,513,10266,9206,348,205,200,200,198
test,2,101,408,14123,12991,696,383,385,384,385
test,2,137,1788,44118,53807,2244,1514,1520,1520,1537
test,2,124,719,26223,26894,1286,771,774,773,787
test,2,108,1701,25610,32539,1239,838,838,838,835
test,2,102,565,11709,10822,362,210,206,206,206
test,2,118,501,21200,20157,1096,599,596,596,609
test,2,117,1999,34114,44072,1638,1146,1144,1145,1158
test,2,92,679,10100,9985,313,179,179,178,172
test,2,106,1917,18143,22222,554,382,377,376,373
test,2,80,483,9584,9820,479,287,285,285,288
test,2,104,1281,23274,28789,1194,823,818,818,838
test,2,113,499,14561,13019,451,272,269,269,271
test,2,102,618,12327,11914,362,224,224,224,219
test,2,108,1486,17584,20479,522,337,339,339,330
test,2,116,455,20203,18785,1034,571,571,571,579
test,2,84,1803,17266,23378,850,592,589,590,577
test,2,126,1559,25990,30830,783,525,518,519,522
test,2,111,1041,16587,17928,517,328,326,326,328
test,2,83,1151,9478,10671,303,196,191,191,188
test,2,90,1231,16418,20360,807,546,547,547,549
test,2,98,745,11143,10746,318,171,173,174,169
test,2,126,1096,31623,36254,1581,1026,1021,1020,1045
test,2,134,990,34965,38460,1747,1095,1095,1096,1112
test,2,143,1801,34672,41400,1035,664,662,664,661
test,2,105,1409,23765,29438,1189,796,796,796,792
test,2,86,1629,11761,14451,380,271,269,269,269
test,2,82,876,11903,13834,599,389,386,386,386
test,2,81,1018,8301,8992,247,155,156,156,153
test,2,103,1148,15246,17018,473,302,302,302,295
test,2,91,1847,14697,18791,449,316,314,313,307
test,2,127,1555,25078,28962,757,467,468,468,459
test,2,121,1616,23737,28359,726,472,471,470,473
test,2,89,1181,11327,12944,332,225,224,224,216
test,2,137,1638,44134,53810,2204,1488,1493,1493,1521
test,2,132,750,29381,30022,1446,829,831,832,851
test,2,149,1343,35013,39183,1107,693,689,689,692
test,2,123,873,27392,29379,1385,862,859,859,880
test,2,92,1227,12447,14342,388,238,239,239,237
test,2,106,469,12101,10375,396,219,217,217,217
test,2,82,989,13124,16032,688,450,446,446,449
test,2,110,1550,25547,31657,1223,836,831,829,847
test,2,142,1676,44257,53377,2204,1443,1442,1443,1462
test,2,96,1213,13900,16272,432,289,289,289,282
test,2,93,414,11448,10608,573,324,324,323,325
test,2,134,399,18895,15063,622,310,310,310,312
test,2,116,1172,26700,31255,1335,868,875,874,878
test,2,145,374,28824,22841,1439,740,740,741,764
test,2,89,1975,19620,26431,977,697,696,696,689
test,2,103,786,13302,13468,395,239,235,235,235
test,2,136,1676,30231,35518,927,615,609,609,606
test,2,111,944,16732,17793,497,324,322,321,321
test,2,120,1368,30547,37081,1476,995,994,994,1010
test,2,116,1652,20882,24437,680,436,428,429,428
test,2,126,488,23631,21800,1171,690,686,686,701
test,2,149,756,37709,37425,1868,1155,1156,1156,1178
test,2,90,1282,17364,21791,840,582,582,582,581
test,2,88,1096,15152,18592,776,533,534,534,532
test,2,139,1840,50217,63666,2448,1689,1692,1692,1729
test,2,127,1991,39673,50279,1885,1332,1332,1332,1336
test,2,98,806,17764,20162,896,574,575,575,572
test,2,85,1901,12014,15104,371,267,267,268,259
test,2,146,1332,32266,35141,1015,621,618,618,624
test,2,138,496,20977,17431,685,375,370,370,372
test,2,90,1198,16650,20583,800,553,550,550,557
test,2,86,637,8931,8985,284,176,175,176,169
test,2,145,811,26637,25678,797,442,441,440,446
test,2,121,1724,33737,42521,1653,1160,1160,1160,1164
test,2,132,1495,40346,48515,1948,1319,1318,1315,1363
test,2,101,1736,16270,19842,496,362,360,360,352
test,2,145,732,24918,22682,789,442,438,439,445
test,2,97,1594,22286,29175,1100,766,765,766,757
test,2,118,823,17120,16693,537,321,316,317,315
test,2,131,1687,27379,32187,826,538,535,535,538
test,2,87,365,9987,9180,518,301,297,297,300
test,2,116,1974,23084,28446,699,483,482,482,476
test,2,132,571,19933,17534,599,327,329,329,322
test,2,94,1277,17834,21613,862,582,575,575,585
test,2,89,1570,12421,15082,365,251,250,250,243
test,2,125,1823,37027,46372,1850,1237,1238,1238,1256
test,2,88,664,9197,9229,288,178,177,177,176
test,2,127,1040,32977,37089,1585,997,1001,1001,1024
test,2,90,1872,20313,27266,1012,722,721,721,705
test,2,124,1581,24192,27678,733,466,464,463,463
test,2,96,1031,12453,13563,430,256,258,258,253
test,2,134,1898,31784,38727,939,623,625,624,620
test,2,137,971,25272,25911,833,490,487,486,490
test,2,144,506,31674,28298,1542,837,834,833,854
test,2,116,376,19353,16827,1006,552,551,550,575
test,2,117,586,16112,14993,477,282,279,279,281
test,2,121,1952,37419,48279,1780,1245,1243,1243,1256
test,2,94,577,13733,14138,666,420,419,419,426
test,2,141,1900,53139,67039,2559,1816,1818,1817,1842
test,2,101,1316,15340,17873,445,290,284,285,278
test,2,137,718,22190,20639,690,379,377,377,376
test,2,125,1818,25451,30572,800,528,527,527,525
test,2,90,1031,10963,12197,322,207,209,207,208
test,2,112,1604,20397,24523,588,410,408,409,410
test,2,142,658,34007,32785,1716,997,997,997,1029
test,2,98,560,14710,14913,720,426,427,427,418
test,2,140,1853,48710,60881,2372,1598,1598,1598,1638
test,2,146,973,29111,29675,871,519,518,517,512
test,2,118,1612,31823,39783,1577,1064,1064,1063,1083
test,2,123,1909,26673,33019,802,543,540,539,538
test,2,132,724,21568,20431,677,360,358,358,360
test,2,119,822,18735,19082,643,379,381,381,371
test,2,90,482,8819,7962,298,153,154,154,156
test,2,90,987,15844,19115,784,513,513,513,506
test,2,116,1313,28345,33506,1393,878,879,879,894
test,2,126,733,19962,19482,619,359,354,354,357
test,2,133,961,34159,36991,1635,1069,1067,1068,1087
test,2,99,1486,22655,29158,1130,781,780,780,776
test,2,95,423,13087,12703,626,370,370,370,375
test,2,129,1696,26841,31831,803,535,532,531,527
test,2,91,1671,17877,23130,862,589,586,586,584
test,2,112,713,15269,14837,466,263,262,262,261
test,2,103,780,17772,19300,906,580,582,582,587
test,2,99,1734,21984,28188,1100,771,768,768,757
test,2,105,1300,15568,17432,531,341,338,340,336
test,2,136,531,27682,25400,1352,761,762,762,770
test,2,125,1952,37861,47348,1859,1256,1263,1263,1267
test,2,130,1139,24003,25818,727,468,466,465,468
test,2,112,863,21937,24155,1097,678,680,681,681
test,2,94,808,10493,10512,321,183,181,181,179
test,2,139,1929,47757,59612,2244,1576,1577,1578,1602
test,2,84,922,9009,9632,276,171,173,173,173
test,2,112,535,18635,17884,908,514,514,514,523
test,2,108,538,18007,17878,919,517,516,515,522
test,2,92,1441,12290,14182,361,242,238,239,235
test,2,133,1751,27642,32064,856,542,541,540,541
test,2,144,680,24889,22738,788,446,447,447,450
test,2,107,460,15952,14627,797,433,433,433,439
test,2,127,981,31135,34928,1568,996,1002,1002,1018
test,2,98,1307,19598,23617,984,637,636,636,640
test,2,122,1454,32707,39230,1663,1071,1071,1073,1085
test,2,89,1339,11856,14062,364,241,236,237,234
test,2,122,1662,34941,43196,1604,1103,1103,1104,1104
test,2,114,1294,18506,20797,514,335,333,332,328
test,2,132,1947,28660,34414,890,559,554,554,549
test,2,114,1949,33467,43475,1592,1108,1108,1108,1119
test,2,96,822,16734,18891,840,524,524,524,528
test,2,115,487,14882,12845,488,272,271,271,273
test,2,103,1713,24147,30876,1192,838,834,834,844
test,2,117,1644,33457,42044,1677,1201,1201,1201,1206
test,2,111,1819,19173,22824,566,374,374,373,369
test,2,147,779,26363,24931,818,459,455,455,463
test,2,119,1599,31861,39233,1599,1053,1055,1054,1064
test,2,123,1033,20757,22104,648,378,376,376,376
test,2,107,569,13261,12263,437,233,229,229,227
test,2,147,1646,34510,39477,1083,703,702,702,707
test,2,98,1633,15947,19845,477,332,330,330,324
test,2,128,890,30166,32578,1540,950,950,949,972
test,2,147,1014,29379,29959,919,543,542,542,551
test,2,142,852,37243,38768,1909,1184,1187,1186,1210
test,2,149,912,41493,42357,2053,1250,1250,1251,1277
test,2,95,1262,18945,23667,965,653,654,654,652
test,2,118,1792,33562,42926,1604,1132,1132,1132,1136
test,2,90,1536,17227,22020,865,561,562,562,550
test,2,93,1986,14363,18088,445,316,314,314,306
test,2,140,941,35794,38258,1712,1072,1071,1071,1088
test,2,82,1279,9409,10709,292,178,178,178,172
test,2,132,1666,38910,47579,1896,1287,1284,1283,1303
test,2,126,922,29877,32669,1493,954,953,954,969
test,2,112,1915,30915,39550,1502,1022,1024,1024,1035
test,2,80,1250,12049,14860,598,382,385,385,387
test,2,89,693,14188,15817,715,455,455,454,452
test,2,101,1680,24814,32169,1182,812,811,811,808
test,2,131,1732,39109,48076,1835,1256,1259,1259,1268
test,2,143,604,24668,22318,775,434,431,432,431
test,2,115,877,16617,16881,509,303,295,296,297
test,2,140,799,33950,34613,1625,970,979,979,1001
test,2,115,1929,32437,41149,1560,1078,1080,1081,1087
test,2,150,888,29069,28636,943,537,537,538,537
test,2,108,1181,15586,16860,479,288,286,286,279
test,2,89,882,15019,17707,765,495,493,493,493
test,2,140,1318,28040,30593,799,491,489,490,486
test,2,111,1914,30205,39274,1495,1042,1038,1038,1023
test,2,118,643,16999,15974,555,306,304,304,305
test,2,147,525,23525,19374,717,341,337,339,343
test,2,124,880,27641,29672,1329,801,802,801,809
test,2,122,1087,20710,22231,668,400,399,399,401
test,2,140,426,20468,16097,681,330,330,330,331
test,2,137,589,21288,18816,617,333,332,332,336
test,2,134,1402,39594,46320,1967,1342,1343,1343,1377
test,2,132,1931,45263,57477,2196,1498,1504,1505,1522
test,2,102,914,19415,21899,987,619,617,617,626
test,2,144,1481,32236,36218,956,587,585,585,587
test,2,124,355,15676,12002,505,244,243,244,246
test,2,135,1902,30709,36973,913,589,584,584,579
test,2,97,1950,16244,20630,491,349,347,348,337
test,2,137,1590,43190,52164,2166,1429,1433,1432,1450
test,2,140,1226,27905,30187,828,509,509,508,507
test,2,98,1923,23509,31209,1194,859,859,859,852
test,2,146,914,28071,27699,905,496,494,496,504
test,2,118,1587,22234,26568,692,464,464,464,460
test,2,138,1689,29033,33048,914,553,552,551,553
test,2,140,685,32298,31255,1657,972,978,977,1001
test,2,98,1146,13439,15016,459,285,282,283,279
test,2,134,457,19420,16066,597,304,298,298,301
test,2,128,1992,43078,55792,2065,1446,1447,1447,1475
test,2,112,899,24305,27543,1229,787,787,788,803
test,2,128,697,28534,28902,1434,870,874,873,891
test,2,80,1820,10079,12424,316,210,210,210,208
test,2,119,1417,20980,23963,610,403,395,397,396
test,2,129,1102,34602,39225,1753,1139,1136,1136,1157
test,2,144,994,38897,41841,1946,1208,1212,1212,1236
test,2,141,897,38449,40762,1889,1177,1180,1180,1202
test,2,134,1433,26907,30291,825,537,536,536,534
test,2,128,1296,24634,27334,773,492,492,491,494
test,2,127,553,18409,16424,575,296,295,295,295
test,2,113,1260,18663,21026,573,376,372,373,374
test,2,133,399,18887,15102,583,297,298,298,294
test,2,101,1449,22804,29059,1123,789,786,785,786
test,2,137,1522,28417,32194,843,520,516,516,520
test,2,133,1225,36207,41775,1724,1108,1105,1106,1130
test,2,117,753,23016,24517,1026,632,627,627,637
test,2,92,1564,20797,27370,1028,745,747,747,742
test,2,95,1789,14721,18129,408,275,271,272,261
test,2,81,718,11374,12871,616,364,365,365,362
test,2,143,509,22640,19015,736,356,354,354,358
test,2,146,899,39400,41113,1871,1149,1148,1148,1173
test,2,108,887,15367,15972,504,292,290,290,292
test,2,116,1261,27920,33646,1337,903,901,901,905
test,2,90,1268,16327,20377,835,570,565,565,565
test,2,96,560,10191,9376,320,187,188,188,182
test,2,118,1743,33957,42435,1623,1102,1100,1101,1094
test,2,114,1549,27590,33921,1325,902,902,903,902
test,2,150,775,39651,40041,1921,1157,1161,1160,1189
test,2,140,417,20140,15652,663,322,320,320,328
test,2,94,1283,19572,24462,959,661,657,657,664
test,2,101,574,15613,15617,812,455,454,454,466
test,2,111,1082,17517,19428,529,333,336,336,328
test,2,100,762,17714,19640,855,526,525,525,522
test,2,142,1556,32520,37490,1013,642,638,637,646
test,2,132,1911,43253,54685,2081,1460,1457,1456,1472
test,2,117,1279,20535,23301,668,435,434,434,429
test,2,131,1114,33850,37764,1713,1092,1091,1090,1110
test,2,126,1291,33845,39404,1589,1039,1040,1041,1054
test,2,136,1001,25097,25948,773,471,469,469,471
test,2,104,1769,17022,20653,489,318,317,317,310
test,2,99,510,14493,14178,684,419,416,416,414
test,2,144,879,38505,39965,1912,1176,1181,1181,1215
test,2,102,851,18569,20680,959,592,596,596,602
test,2,107,988,22161,25458,1105,708,706,706,705
test,2,105,1545,17683,21108,526,365,362,365,359
test,2,93,1404,13371,15790,396,264,265,265,257
test,2,129,1920,43008,55181,2187,1522,1522,1523,1548
test,2,85,1029,13611,16324,676,452,450,450,448
test,2,93,1613,13604,16537,388,257,256,256,256
test,2,147,904,39143,41323,1994,1225,1228,1228,1254
test,2,93,1128,17516,21126,879,584,584,585,584
test,2,126,1373,23121,25823,693,458,454,454,454
test,2,105,541,12582,11545,403,235,234,234,232
test,2,96,624,14783,15529,772,481,478,478,483
test,2,134,1433,28498,32727,856,544,536,536,543
test,2,90,535,12684,13210,652,383,380,381,374
test,2,129,919,29720,31974,1508,928,933,932,953
test,2,126,1577,36125,44218,1797,1222,1230,1230,1251
test,2,80,635,7357,7290,240,148,146,146,145
test,2,123,524,22785,21626,1126,642,641,642,653
test,2,103,1953,17414,21561,518,350,349,348,343
test,2,85,1049,9637,10578,287,182,181,181,175
test,2,103,1594,23112,29523,1115,769,764,764,764
test,2,89,923,10898,12011,331,213,212,212,210
test,2,138,1753,45809,56430,2315,1621,1622,1622,1650
test,2,150,1484,34585,38715,1070,700,692,693,696
test,2,86,1961,18445,25375,876,641,639,639,631
test,2,141,1192,41156,46316,2013,1287,1288,1287,1319
test,2,134,1731,31122,37220,922,626,624,624,621
test,2,85,1265,15820,20103,763,538,538,538,539
test,2,94,1589,14372,17763,441,310,311,311,304
test,2,132,1304,26112,29073,821,536,530,530,533
test,2,131,1930,28003,33123,873,549,548,549,545
test,2,125,574,17761,16048,570,334,332,332,328
test,2,98,1468,14180,16623,424,275,272,272,268
test,2,127,1772,27929,33785,830,577,572,573,568
test,2,127,1089,21601,22630,660,428,420,421,422
test,2,120,819,17743,17457,552,327,325,325,320
test,2,143,1194,29165,30752,927,576,574,574,573
test,2,101,576,12007,11413,395,214,215,215,213
test,2,98,1738,16894,21317,480,338,336,336,337
test,2,80,1493,14492,19081,783,531,533,534,531
test,2,124,1419,34026,40801,1651,1098,1096,1097,1117
test,2,145,1869,35577,41808,1042,685,684,684,675
test,2,101,378,10119,8198,304,160,160,160,159
test,2,134,1271,37876,43897,1838,1187,1187,1187,1203
test,2,94,1941,15609,20108,473,332,331,331,326
test,2,117,1488,29548,36126,1465,973,971,973,979
test,2,119,1398,32342,39597,1587,1066,1066,1065,1074
test,2,123,1034,19885,20582,614,373,365,365,364
test,2,113,1663,30230,38141,1489,1042,1038,1038,1048
test,2,134,355,18091,13834,560,277,272,271,276
test,2,133,558,20256,17806,662,363,361,359,368
test,2,120,919,18707,19097,606,340,342,342,340
test,2,109,1729,19426,23472,585,393,388,388,380
test,2,91,627,9238,8686,308,169,165,165,169
test,2,126,1729,24675,29124,736,482,476,478,473
test,2,97,758,11647,11828,366,221,219,219,221
test,2,81,1679,11062,14137,331,239,235,235,237
test,2,124,1573,36320,45081,1704,1160,1160,1161,1171
test,2,138,1055,37943,41567,1892,1190,1189,1189,1214
test,2,80,1357,9389,11235,264,189,189,189,187
test,2,118,789,17968,18174,516,311,307,306,309
test,2,147,1824,52463,64273,2519,1713,1718,1718,1753
test,2,107,516,17449,16861,861,497,494,495,498
test,2,146,1185,30200,32069,955,568,566,566,572
test,2,109,1105,23883,28151,1161,757,758,758,762
test,2,94,1856,21730,28658,1107,778,781,780,780
test,2,82,1719,11748,15105,309,223,222,223,218
test,2,115,568,20152,19828,1023,588,584,584,594
test,2,127,748,28005,29104,1358,838,834,836,846
test,2,83,1352,14629,18847,736,483,481,481,486
test,2,135,368,24667,20329,1263,677,673,672,698
test,2,89,1067,10539,11498,355,194,191,191,191
test,2,102,1302,21537,26470,1043,715,717,716,722
test,2,119,518,16123,14152,510,294,290,289,290
test,2,145,1726,33756,39189,1043,650,652,652,658
test,2,91,1798,20078,26726,999,707,706,706,707
test,2,133,711,30026,30345,1512,884,885,885,894
test,2,105,679,17535,18379,895,546,543,544,546
test,2,105,1995,19182,23940,576,404,399,399,393
test,2,91,705,10267,10511,293,189,190,189,186
test,2,104,1251,21869,26878,1044,673,673,674,681
test,2,118,883,17616,17877,542,320,317,317,315
test,2,133,1303,25253,27651,724,460,458,459,461
test,2,121,1172,20832,22777,718,457,455,456,451
test,2,105,1869,18502,22779,570,378,381,381,374
test,2,107,364,15194,13267,766,413,411,411,419
test,2,132,1165,24105,25553,746,447,444,444,440
test,2,131,1485,26473,30354,738,474,471,472,474
test,2,91,917,15368,18151,753,491,490,490,498
test,2,96,1255,18209,22354,896,588,589,589,587
test,2,123,1488,33673,40742,1618,1111,1111,1109,1117
test,2,130,947,30948,33426,1486,945,945,945,957
test,2,115,1226,19223,21657,598,386,381,382,383
test,2,141,800,35103,35495,1748,1028,1030,1030,1062
test,2,86,1882,19255,26340,891,653,650,649,643
test,2,113,1063,24673,28427,1168,750,747,747,758
test,2,118,386,19536,16844,994,518,521,520,526
test,2,115,1113,19105,20904,572,349,349,348,348
test,2,148,1769,35659,41244,1015,670,664,665,666
test,2,137,1384,28948,32809,869,555,555,556,552
test,2,141,1848,48556,60013,2426,1678,1676,1675,1699
test,2,148,1464,51412,60934,2557,1722,1728,1728,1764
test,2,98,1331,20925,25903,1079,733,734,734,740
test,2,107,1298,17187,19908,499,325,327,328,323
test,2,139,1274,42443,49087,2044,1372,1368,1370,1393
test,2,143,591,33401,31415,1651,970,967,968,995
test,2,122,1733,36774,46305,1748,1217,1218,1219,1222
test,2,87,575,8487,7954,258,146,145,144,142
test,2,144,1624,49998,59895,2421,1665,1665,1665,1691
test,2,129,437,17551,14326,546,286,286,284,286
test,2,105,1992,18668,23472,565,406,405,405,397
test,2,142,1809,32541,38108,979,649,644,646,643
test,2,80,637,7296,7232,227,141,139,139,135
test,2,99,1924,24052,31483,1158,830,828,829,830
test,2,100,1416,20924,25976,1001,672,673,673,668
test,2,126,1266,23267,25812,726,474,469,469,467
test,2,121,462,15757,13242,499,269,265,265,268
test,2,134,1649,27743,32148,845,550,544,544,549
test,2,105,1736,18766,23292,572,403,398,398,394
test,2,110,1840,19426,23445,637,406,397,397,398
test,2,107,438,16731,15570,848,455,455,455,457
test,2,105,646,18577,19528,949,570,570,569,575
test,2,137,752,23428,22494,738,428,427,427,423
test,2,134,379,18238,14184,545,261,258,258,257
test,2,110,884,15142,15302,506,306,305,306,305
test,2,128,1034,23148,24571,691,427,427,427,429
test,2,89,1848,19858,26451,979,686,686,686,687
test,2,110,916,22215,24651,1114,695,699,699,710
test,2,139,1608,29321,33496,882,580,574,574,570
test,2,134,1100,35827,40112,1735,1105,1103,1103,1131
test,2,130,659,28288,27929,1480,855,854,854,879
test,2,95,1209,12956,14855,397,268,270,269,263
test,2,139,893,25153,25222,772,454,455,456,457
test,2,139,1891,46262,57201,2237,1564,1565,1565,1579
test,2,120,852,17773,17664,614,357,349,350,358
test,2,123,1036,30061,34106,1510,944,942,942,945
test,2,145,1101,29471,30679,898,537,533,532,534
test,2,115,496,14550,12771,434,240,238,239,237
test,2,101,442,10964,9527,321,179,179,179,177
test,2,148,1313,30884,32967,978,611,606,607,613
test,2,134,1104,36357,41249,1751,1157,1151,1152,1170
test,2,138,1533,29377,33492,843,521,519,517,520
test,2,137,780,32459,33047,1519,916,911,910,938
test,2,127,1757,26330,31417,777,502,498,498,493
test,2,141,1909,49993,61851,2519,1762,1763,1762,1789
test,2,114,684,15568,14869,449,263,261,261,251
test,2,110,431,12667,10494,424,217,215,215,214
test,2,134,357,18415,14291,589,296,291,291,297
test,2,114,413,13943,11817,432,240,240,240,240
test,2,116,861,25214,27915,1296,815,812,812,825
test,2,144,777,25303,23741,764,414,412,412,409
test,2,90,1582,12843,15689,358,261,261,261,256
test,2,85,1671,11703,14506,349,226,226,226,223
test,2,111,1312,26488,31958,1347,895,892,892,897
test,2,121,1265,30865,36668,1455,962,957,958,973
test,2,139,1919,33588,40402,1045,710,704,705,706
test,2,85,1483,10724,12784,311,217,218,218,214
test,2,109,621,19018,19218,964,567,568,567,571
test,2,80,412,6833,6150,216,117,116,116,117
test,2,112,1000,23741,26780,1172,760,760,760,766
test,2,114,666,15455,14613,483,278,277,277,279
test,2,147,1675,33805,38812,1068,710,708,708,714
test,2,102,855,19269,21438,975,609,608,608,615
test,2,150,820,29428,28177,885,505,501,501,503
test,2,95,420,12109,11379,622,349,347,347,346
test,2,102,751,17382,18644,875,508,506,506,507
test,2,116,1788,31269,40267,1571,1076,1077,1077,1073
test,2,86,748,9055,9365,275,179,177,178,177
test,2,120,963,27617,30677,1415,896,896,895,918
test,2,111,1879,32556,42739,1636,1172,1176,1176,1174
test,2,90,1720,19106,25100,926,674,676,676,676
test,2,103,557,12157,11356,388,223,220,220,220
