File,Gamma,G_edges,BBR19,varBBR19
gen_B2,2,18435.9287,300.78,4102.146345
gen_enron,2,2397.528,277.763,80145.974228
gen_rollernet,2,13126.787,565.132,8997060.048735
gen_B1,2,953.8519,607.7225,163590.1352
