File,Gamma,V,T,E,G_Edges,BBR19,LS,LSsort,DEC,varNbGMTLS,varNbGMTDEC,varNbGMTBBR19,varNbGMTLSsort
gen_B2,10,139.212,137.5173,10471.9153,41.1953,0.0119,7.6075,0.013,0.031,2.4306,0.0007,0.0003,0.0003
