File,Gamma,V,T,E,V_living,G_Edges,BBR19,LS,LSsort,DEC,varNbGMLS,varNbGMDEC,varNbGMBBR19,varNbGMLSsort
gen_B2,10,139.212,137.5173,10471.9153,2661.1473,41.1953,7.6993,7.9767,7.9727,7.6773,0.2794,0.2687,0.2676,0.2793
