File,Gamma,V,T,E,G_Edges,BBR19,LS,LSAR,DEC
test0745,2,14,49,4459,4368,0.1822,1.7071,1.1018,0.0549
test1002,2,30,43,18705,18270,0.5243,9.7062,12.2001,0.0703
test1086,2,36,46,28980,28350,1.0882,18.8358,20.7754,0.3638
test1256,2,37,42,27972,27306,1.1214,19.2422,23.9812,0.3287
test0705,2,23,43,10879,10626,0.2294,3.614,3.6534,0.0401
test1094,2,33,49,25872,25344,0.863,14.7828,15.933,0.1037
test0390,2,15,84,8820,8715,0.2723,2.057,1.5813,0.0505
test0016,2,29,55,22330,21924,0.8138,11.5982,13.2566,0.266
test1349,2,30,46,20010,19575,0.7792,9.3613,14.402,0.0724
test0306,2,25,41,12300,12000,0.3273,5.5635,6.1449,0.0749
test1159,2,30,43,18705,18270,0.6848,9.05,11.3948,0.0677
test0835,2,10,49,2205,2160,0.0278,0.231,0.3766,0.0176
test1417,2,30,57,24795,24360,1.0991,13.9852,17.1953,0.1195
test1148,2,30,44,19140,18705,1.1112,11.8245,11.819,0.0997
test0256,2,22,78,18018,17787,0.6737,7.179,7.04,0.1817
test1258,2,30,62,26970,26535,1.3436,12.8956,16.4686,0.1053
test0581,2,16,55,6600,6480,0.596,2.4279,2.8802,0.0753
test0100,2,20,45,8550,8360,0.1702,2.4622,2.3766,0.0431
test0102,2,10,97,4365,4320,0.1058,0.4484,0.5235,0.0282
test0800,2,15,90,9450,9345,0.2878,1.6807,1.7136,0.0408
test0320,2,33,55,29040,28512,1.0666,15.6207,19.1047,0.1188
test1020,2,32,57,28272,27776,1.0513,13.6094,16.7247,0.3043
test0231,2,16,87,10440,10320,0.3282,2.1865,2.511,0.044
test0062,2,22,97,22407,22176,1.8225,7.577,7.9932,0.6668
test1257,2,35,46,27370,26775,1.0406,15.3319,20.3061,0.3562
test0892,2,32,42,20832,20336,0.6064,10.4961,13.9316,0.243
test0910,2,31,49,22785,22320,0.9197,10.8214,12.3606,0.0838
test0570,2,24,65,17940,17664,0.6182,6.0677,7.2802,0.387
test0398,2,22,84,19404,19173,0.9455,5.9975,6.4861,0.0845
test0028,2,14,91,8281,8190,0.2407,1.4267,1.478,0.0383
test0350,2,28,70,26460,26082,1.1562,11.1078,12.3076,0.2944
test1327,2,30,62,26970,26535,1.1571,12.4218,14.4226,0.3085
test0594,2,25,52,15600,15300,0.7232,5.9974,8.3251,0.0671
test0533,2,17,74,10064,9928,0.3199,2.5189,2.0889,0.0592
test0343,2,13,91,7098,7020,0.1859,1.0272,0.9834,0.0288
test0807,2,19,83,14193,14022,0.5437,3.9919,4.3042,0.0692
test0895,2,36,44,27720,27090,1.2478,22.4502,21.884,0.4653
test1026,2,32,42,20832,20336,0.9446,12.4529,15.9479,0.4223
test0022,2,28,76,28728,28350,1.837,16.0085,17.2676,0.496
test1265,2,33,51,26928,26400,1.3948,17.7788,21.2202,0.3422
test0050,2,24,95,26220,25944,1.2578,9.6712,9.7315,0.2619
test0198,2,32,48,23808,23312,0.7899,12.268,13.3135,0.2709
test0383,2,19,89,15219,15048,0.5453,4.2875,4.9253,0.0601
test0658,2,30,52,22620,22185,1.3206,13.1896,16.1358,0.1416
test1221,2,32,53,26288,25792,1.1355,14.8849,16.1153,0.299
test0816,2,16,56,6720,6600,0.1395,1.4961,1.2966,0.2478
test0317,2,10,42,1890,1845,0.0211,0.1859,0.1928,0.0166
test1385,2,32,58,28768,28272,1.2246,15.302,15.6884,0.3961
test0098,2,13,69,5382,5304,0.1201,0.9857,0.7649,0.0291
test0130,2,19,76,12996,12825,0.4224,3.7519,3.6468,0.1901
test0507,2,29,50,20300,19894,0.6091,11.0994,10.0929,0.2166
test1431,2,32,47,23312,22816,0.9746,12.3609,12.659,0.325
test0870,2,37,40,26640,25974,0.8503,16.9494,17.8036,0.3299
test0604,2,22,75,17325,17094,0.7518,5.2544,5.3859,0.0771
test1435,2,33,43,22704,22176,0.6577,10.7068,14.9797,0.2615
test1161,2,33,48,25344,24816,1.1568,14.0731,16.6248,0.295
test1100,2,30,52,22620,22185,0.7515,11.9589,12.3439,0.2524
test0838,2,24,89,24564,24288,1.2588,9.7846,10.3761,0.2705
test0683,2,19,71,12141,11970,0.3802,3.747,4.1328,0.0504
test1262,2,30,46,20010,19575,0.5921,9.9207,11.1263,0.2768
test0861,2,30,51,22185,21750,0.873,11.6287,12.4634,0.0844
test0492,2,28,49,18522,18144,0.5582,9.1162,9.3157,0.0884
test0230,2,26,55,17875,17550,0.7044,7.4589,8.0615,0.1167
test0737,2,14,81,7371,7280,0.2129,1.1108,1.7507,0.1871
test1260,2,37,44,29304,28638,1.0248,25.2891,18.9285,0.3342
test0114,2,22,80,18480,18249,0.8676,6.5752,6.6592,0.082
test0536,2,11,44,2420,2365,0.0436,0.3091,0.3064,0.027
test0358,2,13,77,6006,5928,0.1746,1.1535,1.1233,0.0468
test1353,2,31,62,28830,28365,1.8285,16.743,18.5499,0.1538
test0170,2,26,58,18850,18525,1.0053,6.8163,8.1932,0.0751
test1047,2,30,63,27405,26970,1.5009,12.8735,15.6529,0.1022
test0128,2,25,56,16800,16500,0.8912,8.6921,9.1837,0.0877
test0849,2,24,80,22080,21804,1.0417,9.7759,10.0184,0.3206
test0617,2,21,52,10920,10710,0.4303,4.1107,4.917,0.415
test0478,2,11,60,3300,3245,0.0771,0.4796,0.6246,0.0304
test1414,2,33,51,26928,26400,1.1892,17.2409,17.7664,0.1033
test1487,2,30,65,28275,27840,1.1564,13.4952,16.7706,0.3209
test1317,2,31,46,21390,20925,0.6578,12.4832,10.4324,0.2357
test0448,2,18,87,13311,13158,0.4536,2.8728,3.0793,0.2542
test0107,2,13,83,6474,6396,0.1609,0.8358,0.8703,0.0305
test0193,2,17,61,8296,8160,0.1884,1.661,1.6607,0.0366
test0417,2,18,48,7344,7191,0.1431,1.6507,1.8984,0.0382
test1462,2,30,59,25665,25230,0.997,14.6128,19.3094,0.3175
test1149,2,34,51,28611,28050,1.0076,16.8205,16.2869,0.3149
test1393,2,36,47,29610,28980,1.0376,16.6009,22.2618,0.116
test0565,2,35,47,27965,27370,1.2651,19.7865,18.2776,0.418
test1110,2,31,49,22785,22320,0.7307,13.037,12.7425,0.2643
test0271,2,21,84,17640,17430,0.7849,6.2381,4.9203,0.077
test1292,2,31,42,19530,19065,0.5419,8.5721,9.8543,0.2199
test0272,2,12,75,4950,4884,0.1111,0.6273,0.6743,0.0239
test0117,2,11,56,3080,3025,0.1112,0.5317,0.7308,0.0275
test0650,2,10,88,3960,3915,0.2205,0.6732,1.2154,0.052
test0781,2,30,48,20880,20445,1.311,13.9825,15.2961,0.1704
test1065,2,34,46,25806,25245,1.0543,19.5709,23.436,0.1158
test1076,2,33,40,21120,20592,0.7365,12.747,14.4137,0.2581
test0640,2,20,70,13300,13110,0.4969,4.0527,5.6815,0.3212
test0534,2,26,48,15600,15275,0.6269,7.0766,7.7165,0.0723
test0803,2,18,51,7803,7650,0.1927,2.1382,2.1611,0.0486
test0506,2,22,84,19404,19173,0.9813,6.9721,7.5886,0.2772
test1071,2,30,53,23055,22620,0.7979,11.6493,12.8608,0.1045
test1240,2,31,55,25575,25110,1.1351,16.9119,17.0166,0.4268
test1001,2,30,42,18270,17835,0.8112,11.4429,11.9245,0.1153
test0555,2,18,62,9486,9333,0.2734,2.3426,2.5499,0.0546
test1270,2,30,47,20445,20010,0.6994,10.1922,11.1824,0.261
test0508,2,18,96,14688,14535,0.5794,3.5789,4.0499,0.0608
test1441,2,30,59,25665,25230,1.1495,12.3542,15.2693,0.0989
test1139,2,35,42,24990,24395,0.8292,18.9154,21.6255,0.2826
test1318,2,31,44,20460,19995,1.2044,10.4721,11.407,0.1456
test0063,2,17,90,12240,12104,0.8326,2.3755,3.2636,0.0504
test0980,2,34,52,29172,28611,1.1184,18.8629,27.2898,0.3489
test1323,2,31,58,26970,26505,1.5516,15.2515,17.4692,0.4232
test1035,2,30,55,23925,23490,1.1198,13.5984,22.3598,0.3159
test0470,2,17,40,5440,5304,0.337,1.4989,1.2332,0.0347
test0637,2,24,59,16284,16008,0.6257,6.8506,8.5224,0.2369
test1040,2,32,55,27280,26784,1.1887,13.783,15.256,0.1028
test0755,2,19,82,14022,13851,0.5635,4.2232,4.278,0.0726
test1189,2,37,42,27972,27306,1.1477,19.1203,22.6183,0.3933
test0476,2,19,67,11457,11286,0.3755,3.3349,3.4014,0.0562
test1478,2,36,43,27090,26460,1.061,18.5401,20.6047,0.3722
test0583,2,32,41,20336,19840,0.8094,11.5231,14.8314,0.106
test1436,2,30,66,28710,28275,1.1893,12.8556,14.0554,0.3091
test0134,2,18,52,7956,7803,0.1663,1.8617,1.765,0.0443
test0460,2,22,81,18711,18480,0.8426,5.3355,5.7976,0.0726
test1362,2,33,54,28512,27984,1.2698,16.9945,15.8049,0.1126
test0729,2,27,71,24921,24570,0.9845,9.1681,9.8689,0.2699
test1133,2,34,53,29733,29172,1.1021,15.0774,16.7669,0.3311
test0563,2,24,99,27324,27048,1.4678,8.9738,10.3599,0.2759
test1339,2,32,47,23312,22816,0.7311,14.01,12.5801,0.2549
test0738,2,25,50,15000,14700,0.5645,5.1357,5.9511,0.0679
test0378,2,15,69,7245,7140,0.1718,1.1744,1.374,0.0393
test1395,2,37,44,29304,28638,1.2895,19.1372,26.5376,0.3466
test1382,2,31,41,19065,18600,0.7205,9.7541,10.351,0.0854
test0093,2,21,85,17850,17640,0.7453,5.1498,6.178,0.3442
test0991,2,34,46,25806,25245,0.8446,15.609,15.2279,0.2986
test1105,2,38,41,28823,28120,0.9227,17.1963,19.1989,0.3369
test0916,2,33,42,22176,21648,0.6358,10.6197,11.6646,0.2497
test1314,2,32,45,22320,21824,0.8161,10.3767,11.4207,0.0897
test1246,2,31,45,20925,20460,0.6037,9.1218,10.1146,0.0828
test1434,2,36,44,27720,27090,0.9196,15.2547,17.0137,0.3211
test0163,2,13,47,3666,3588,0.2637,0.4617,0.4657,0.0151
test0125,2,23,68,17204,16951,0.5608,4.9085,5.3539,0.1858
test1101,2,35,49,29155,28560,1.0575,15.0477,17.0542,0.3246
test1005,2,34,42,23562,23001,0.7151,12.0395,13.2031,0.2617
test0818,2,32,45,22320,21824,0.6865,10.4082,11.3857,0.247
test0799,2,17,70,9520,9384,0.4432,1.809,1.9272,0.0421
test1394,2,30,49,21315,20880,0.8065,9.009,10.038,0.0804
test0877,2,31,40,18600,18135,0.4803,8.0973,8.8948,0.3483
test0784,2,27,59,20709,20358,0.8391,7.5469,8.1752,0.0783
test0059,2,18,84,12852,12699,0.6141,2.7259,2.9057,0.0509
test0898,2,35,43,25585,24990,0.805,13.1086,14.7773,0.287
test0833,2,23,75,18975,18722,0.7903,5.5716,5.8726,0.0759
test0834,2,26,61,19825,19500,0.6645,6.7745,7.4971,0.2953
test1250,2,31,59,27435,26970,1.0225,12.0482,13.243,0.3007
test0258,2,16,61,7320,7200,0.1637,1.4951,1.3886,0.0317
test0474,2,16,42,5040,4920,0.0791,0.9474,1.0452,0.028
test0299,2,31,41,19065,18600,0.5013,8.1262,9.0779,0.2323
test0406,2,29,51,20706,20300,0.7645,8.2593,8.9559,0.0877
test1298,2,30,47,20445,20010,0.5955,8.4782,9.277,0.3273
test0922,2,31,47,21855,21390,0.8026,9.4722,10.3437,0.083
test0626,2,11,88,4840,4785,0.1086,0.5001,0.5201,0.0224
test1015,2,31,52,24180,23715,0.8127,10.6552,11.7235,0.2609
test1388,2,30,56,24360,23925,0.8532,10.4421,11.4394,0.263
test1301,2,36,46,28980,28350,0.9888,16.0104,18.0267,0.3267
test1168,2,33,41,21648,21120,0.6131,10.3192,11.4591,0.243
test1198,2,36,46,28980,28350,1.0324,15.9934,17.9026,0.3302
test0952,2,32,47,23312,22816,0.7123,10.8256,11.9497,0.2507
test1424,2,31,44,20460,19995,0.7299,9.0117,9.8571,0.0826
test1082,2,31,60,27900,27435,1.2772,12.4554,13.5432,0.0995
test0779,2,20,64,12160,11970,0.335,3.1298,3.2495,0.0498
test1125,2,30,45,19575,19140,0.5423,8.1098,9.0346,0.2717
test1192,2,30,66,28710,28275,1.1762,12.372,13.6014,0.3072
test0557,2,10,98,4410,4365,0.1022,0.4257,0.4481,0.2239
test0086,2,15,89,9345,9240,0.3297,1.5124,1.5953,0.0401
test1135,2,33,46,24288,23760,0.936,11.5626,12.8511,0.094
test0554,2,21,59,12390,12180,0.3197,3.0745,3.2944,0.2783
test1460,2,34,51,28611,28050,0.997,14.433,16.4754,0.1084
test0407,2,11,68,3740,3685,0.0682,0.3728,0.6099,0.0181
test1126,2,31,53,24645,24180,0.8571,10.7644,11.9954,0.0936
test0073,2,23,47,11891,11638,0.2787,3.4961,3.6271,0.0465
test0351,2,12,75,4950,4884,0.1068,0.586,0.6208,0.0206
test0375,2,16,66,7920,7800,0.1902,1.4236,1.5072,0.1729
test0748,2,16,67,8040,7920,0.185,1.4443,1.519,0.1197
test1481,2,30,44,19140,18705,0.6767,8.1728,8.9473,0.0691
test0060,2,20,44,8360,8170,0.164,2.1375,2.1283,0.0349
test1083,2,34,53,29733,29172,1.1236,15.2258,17.1081,0.1136
test0396,2,18,72,11016,10863,0.3043,2.5394,2.5863,0.051
test1019,2,30,65,28275,27840,1.3456,12.0601,13.6914,0.1137
test1124,2,36,45,28350,27720,0.9367,15.6237,17.2475,0.3167
test1038,2,34,50,28050,27489,0.9951,14.2868,15.9174,0.3154
test0207,2,19,40,6840,6669,0.1185,1.6534,1.5495,0.027
test1155,2,33,54,28512,27984,1.0803,13.6095,15.1976,0.305
test0023,2,30,65,28275,27840,1.1049,12.1382,13.2914,0.2939
test0986,2,36,43,27090,26460,0.8828,14.8277,16.4575,0.3011
test0029,2,13,94,7332,7254,0.2008,1.1301,1.0057,0.0314
test0887,2,31,62,28830,28365,1.1499,12.6513,14.1238,0.3086
test0395,2,29,51,20706,20300,0.6355,8.2383,8.8686,0.2184
test0285,2,22,48,11088,10857,0.2499,2.9924,3.2269,0.2506
test1443,2,36,47,29610,28980,1.0637,15.9614,18.0574,0.3352
test0500,2,25,75,22500,22200,0.8701,7.4075,19581.3,0.2343
test1018,2,32,47,23312,22816,0.7076,8.2099,11.0656,0.2187
test1354,2,30,64,27840,27405,1.1203,12.9514,13.8565,0.2896
test1396,2,36,40,25200,24570,0.7737,13.9355,15.4711,0.2859
test0774,2,18,52,7956,7803,0.1615,1.6746,1.7662,0.249
test0419,2,31,60,27900,27435,1.0886,12.4261,13.9135,0.3053
test1492,2,30,42,18270,17835,0.6217,7.9383,8.5714,0.0701
test0889,2,37,43,28638,27972,0.9457,16.397,18.762,0.1041
test0901,2,30,52,22620,22185,0.7453,10.012,10.8299,0.243
test1056,2,36,43,27090,26460,0.8838,15.2055,16.9254,0.3106
test0444,2,12,55,3630,3564,0.2516,0.4415,0.4572,0.0156
test1000,2,37,42,27972,27306,0.8978,15.8351,17.8178,0.3254
test0164,2,14,65,5915,5824,0.1192,1.0891,0.9353,0.0232
test0544,2,21,54,11340,11130,0.2754,2.8438,3.1041,0.1454
test1136,2,31,55,25575,25110,0.9065,11.1699,12.5164,0.2835
test0976,2,30,53,23055,22620,0.7508,9.9231,10.8775,0.2493
test0974,2,35,47,27965,27370,0.9406,16.0511,16.2076,0.3142
test0422,2,11,82,4510,4455,0.095,0.4743,0.4736,0.2327
test1064,2,35,50,29750,29155,1.0836,15.4575,17.4922,0.3361
test0447,2,25,82,24600,24300,1.0691,8.1084,8.6734,0.254
test0342,2,31,42,19530,19065,0.6742,8.4735,9.2947,0.0702
test0731,2,10,85,3825,3780,0.0785,0.3634,0.3747,0.0188
test1477,2,33,48,25344,24816,0.8619,12.0516,13.3675,0.286
test0030,2,12,58,3828,3762,0.0635,0.4559,0.6491,0.0196
test0845,2,29,41,16646,16240,0.4109,6.3336,7.0469,0.1845
test0187,2,20,82,15580,15390,0.5489,3.7973,4.1367,0.2484
test0619,2,19,83,14193,14022,0.6395,3.1041,3.3177,0.0581
test0053,2,27,46,16146,15795,0.5321,5.7441,6.2684,0.0667
test1333,2,32,56,27776,27280,1.0663,12.9838,14.375,0.2951
test0621,2,20,87,16530,16340,0.7116,4.1934,4.334,0.0646
test1073,2,31,62,28830,28365,1.1453,12.7263,14.4023,0.1073
test0921,2,31,52,24180,23715,0.821,10.6105,11.5561,0.2635
test0176,2,16,54,6480,6360,0.3006,1.1509,1.2164,0.0292
test1143,2,35,40,23800,23205,0.8702,12.216,13.5803,0.0926
test0136,2,26,87,28275,27950,1.3279,10.0397,10.7829,0.2938
test0897,2,33,55,29040,28512,1.0726,13.881,15.5773,0.1061
test0467,2,22,62,14322,14091,0.409,4.1437,4.3349,0.0602
test1024,2,30,62,26970,26535,1.0418,11.4051,12.6767,0.2858
test0628,2,21,66,13860,13650,0.4181,3.6416,3.8346,0.0562
test0596,2,17,50,6800,6664,0.1266,1.2423,1.4499,0.0338
test0657,2,13,66,5148,5070,0.1008,0.6469,0.683,0.024
test0509,2,28,65,24570,24192,0.9475,9.4347,10.6268,0.2624
test1208,2,31,44,20460,19995,0.7211,8.9285,9.734,0.0808
test0730,2,19,94,16074,15903,0.6031,3.5309,3.8828,0.2876
test1277,2,32,44,21824,21328,0.6384,10.0655,11.3102,0.0777
test0061,2,15,86,9030,8925,0.253,1.4466,1.5379,0.2235
test0185,2,26,80,26000,25675,1.1376,9.0724,9.9713,0.2588
test0293,2,11,74,4070,4015,0.236,0.4113,0.4221,0.0209
test0461,2,22,98,22638,22407,1.0108,6.3542,7.0076,0.0872
test0248,2,18,76,11628,11475,0.3401,2.6183,2.7138,0.0494
test1488,2,36,41,25830,25200,0.7783,13.8944,15.9925,0.1026
test1489,2,35,50,29750,29155,1.0845,15.4933,17.2764,0.3288
test0665,2,23,54,13662,13409,0.3557,4.0414,4.2601,0.0514
test1355,2,30,58,25230,24795,0.9108,10.6545,11.991,0.2641
test0966,2,33,49,25872,25344,0.8551,12.344,13.8385,0.283
test0796,2,11,41,2255,2200,0.0245,0.2233,0.2253,0.0093
test0573,2,18,40,6120,5967,0.0972,1.455,1.3253,0.0312
test0566,2,22,77,17787,17556,0.7366,4.9849,5.3801,0.066
test0575,2,11,79,4345,4290,0.0894,0.448,0.4555,0.1367
test0825,2,10,78,3510,3465,0.0666,0.3378,0.3409,0.0151
test1006,2,35,43,25585,24990,0.8077,13.0839,14.4717,0.2875
test1430,2,33,40,21120,20592,0.7568,9.9984,11.0559,0.0822
test0510,2,14,48,4368,4277,0.0715,0.6366,0.6594,0.0206
test0131,2,29,54,21924,21518,0.7305,8.7522,9.5451,0.2274
test1499,2,30,60,26100,25665,0.9689,11.1517,12.2436,0.2769
test0286,2,14,87,7917,7826,0.2151,1.1699,1.2305,0.2245
test1233,2,31,49,22785,22320,0.723,9.7937,10.8529,0.2429
test1072,2,30,52,22620,22185,0.8846,9.6366,10.5339,0.0816
test0224,2,10,85,3825,3780,0.0788,0.3635,0.3712,0.0197
test0409,2,10,75,3375,3330,0.0616,0.3158,0.4969,0.0183
test0623,2,31,60,27900,27435,1.0732,12.3011,13.9242,0.0966
test1157,2,31,56,26040,25575,0.9548,11.4471,12.6585,0.2914
test0770,2,28,40,15120,14742,0.5441,6.7331,6.7789,0.1012
test0341,2,31,41,19065,18600,0.643,8.3423,8.9392,0.0771
test1426,2,37,44,29304,28638,519.5252,16.6241,14.6197,0.1102
test0899,2,38,42,29526,28823,1.0685,18.567,20.9255,0.3339
test1271,2,31,60,27900,27435,0.9644,12.5048,14.9694,0.2737
test1238,2,34,53,29733,29172,0.9789,14.8702,25.9972,0.2982
test1234,2,32,54,26784,26288,0.84,14.9783,13.7913,0.2577
test1112,2,31,47,21855,21390,0.5731,8.5702,9.1468,0.2402
test0374,2,24,99,27324,27048,1.1659,7.6221,8.2066,0.2457
test0975,2,32,52,25792,25296,0.7928,10.5211,11.6806,0.2625
test1027,2,30,66,28710,28275,1.0843,11.3238,12.6049,0.3225
test1448,2,35,42,24990,24395,0.6883,11.4358,13.176,0.2511
test0532,2,20,62,11780,11590,0.2798,2.6684,2.7414,0.0449
test0535,2,22,59,13629,13398,0.4541,3.2427,3.4717,0.0474
test1085,2,31,48,22320,21855,0.6026,8.4682,10.0,0.2188
test1075,2,34,40,22440,21879,0.7121,9.9765,10.9471,0.0729
test1330,2,30,66,28710,28275,1.1491,13.0011,13.8679,0.2727
test1152,2,35,50,29750,29155,0.998,16.1705,20.0802,0.1056
test0630,2,21,91,19110,18900,0.779,4.601,4.8574,0.0737
test1461,2,31,46,21390,20925,0.567,9.5099,9.5357,0.3007
test0933,2,32,51,25296,24800,0.7229,10.5242,12.0228,0.2397
test0165,2,26,46,14950,14625,0.3439,5.4831,5.7669,0.0506
test1232,2,30,62,26970,26535,1.0385,17.7374,15.5777,0.274
test1384,2,33,45,23760,23232,0.9253,14.1664,11.9858,0.502
test0389,2,13,96,7488,7410,0.2183,1.8742,0.9304,0.2652
test1432,2,30,40,17400,16965,0.392,6.4739,6.9754,0.0587
test1131,2,31,41,19065,18600,0.6038,7.1095,7.8252,0.0656
test1457,2,32,55,27280,26784,0.86,11.1345,12.5072,0.0876
test1342,2,33,45,23760,23232,0.637,9.7878,10.7048,0.2379
test1482,2,36,40,25200,24570,0.6534,11.9821,13.1445,0.25
test1197,2,35,40,23800,23205,0.6005,10.9152,11.7493,0.2329
test1485,2,31,57,26505,26040,0.8482,10.1154,11.1234,0.2562
test0960,2,32,50,24800,24304,0.7325,10.043,11.1174,0.2368
test0852,2,35,41,24395,23800,0.6305,10.9204,11.9429,0.238
test0831,2,19,88,15048,14877,0.4635,3.0685,3.2089,0.0525
test0962,2,30,44,19140,18705,0.5932,7.0503,7.5908,0.0604
test0252,2,25,48,14400,14100,0.4081,4.0772,4.2692,0.0455
test0614,2,17,86,11696,11560,0.32,2.021,2.1324,0.0392
test1151,2,33,43,22704,22176,0.5878,9.3251,10.3766,0.0688
test0854,2,36,45,28350,27720,0.8077,13.3495,14.7673,0.2883
test0069,2,14,93,8463,8372,0.2142,1.2779,1.1515,0.0301
test0260,2,11,56,3080,3025,0.0394,0.2722,0.3392,0.0108
test1025,2,31,61,28365,27900,1.1303,10.785,12.3344,0.0906
test0549,2,34,41,23001,22440,0.5674,10.0254,10.9947,0.2244
test1371,2,31,57,26505,26040,0.8405,10.1454,11.1241,0.2521
test0813,2,13,51,3978,3900,0.0523,0.442,0.6087,0.0163
test0645,2,32,44,21824,21328,0.5587,8.8643,9.8498,0.0697
test0003,2,22,85,19635,19404,0.7714,4.9157,5.1191,0.0657
test1348,2,33,41,21648,21120,0.5192,8.8492,9.6869,0.214
test0585,2,18,84,12852,12699,0.3677,2.5967,2.6211,0.0503
test0031,2,14,92,8372,8281,0.2052,1.1062,1.2503,0.0305
test0316,2,15,55,5775,5670,0.0947,0.7857,0.8341,0.0265
test0735,2,19,100,17100,16929,0.6828,3.4141,3.6025,0.0602
test1473,2,30,63,27405,26970,0.9236,10.2159,11.3049,0.0928
test0042,2,23,44,11132,10879,0.2098,2.903,3.0298,0.0362
test0274,2,22,91,21021,20790,0.758,5.0881,5.5973,0.2305
test0524,2,21,51,10710,10500,0.2076,2.296,2.4346,0.1869
test0914,2,30,47,20445,20010,0.514,7.4162,8.2374,0.1949
test0311,2,15,56,5880,5775,0.0967,0.8047,0.9992,0.024
test1111,2,30,56,24360,23925,0.7358,9.1275,10.1454,0.079
test0263,2,19,44,7524,7353,0.2984,1.4051,1.5114,0.0256
test0413,2,12,96,6336,6270,0.1488,0.6824,0.7706,0.0235
test0195,2,21,75,15750,15540,0.4634,3.469,3.7477,0.1573
test1181,2,32,44,21824,21328,0.5714,8.7135,9.7253,0.2878
test0026,2,13,53,4134,4056,0.0596,0.4553,0.6041,0.0159
test0278,2,23,72,18216,17963,0.5628,4.5148,4.9464,0.1745
test0848,2,26,44,14300,13975,0.2997,4.2072,4.6232,0.2237
test0122,2,10,87,3915,3870,0.0739,0.3285,0.3407,0.0189
test0392,2,21,95,19950,19740,0.8418,4.5713,4.9687,0.0639
test0132,2,32,55,27280,26784,0.9455,14.9409,13.7557,0.0866
test0055,2,18,97,14841,14688,0.4878,4.4657,3.7794,0.0505
test0896,2,30,49,21315,20880,0.7324,8.9432,12.4211,0.0737
test1187,2,38,41,28823,28120,0.931,16.6949,21.4802,0.3428
test1433,2,31,46,21390,20925,0.5785,9.3691,9.3227,0.2566
test0750,2,16,56,6720,6600,0.1356,1.067,1.2974,0.0455
test0629,2,35,40,23800,23205,0.922,12.4922,14.9776,0.0934
test0761,2,37,42,27972,27306,0.8201,14.6992,15.5986,0.2804
test1296,2,35,50,29750,29155,0.9508,13.8405,16.6477,0.2948
test0904,2,30,45,19575,19140,0.4937,7.5282,8.72,0.1925
test1130,2,30,62,26970,26535,1.083,11.1197,11.5593,0.0854
test0787,2,18,61,9333,9180,0.1959,1.9247,1.9114,0.0334
test1214,2,33,44,23232,22704,0.6415,10.5223,11.5285,0.2456
test0822,2,10,69,3105,3060,0.0463,0.275,0.2769,0.0139
test1062,2,30,42,18270,17835,0.4198,7.3073,9.5294,0.1789
test1313,2,35,48,28560,27965,0.9301,13.9874,18.7256,0.3018
test0211,2,11,65,3575,3520,0.2936,0.3838,0.4404,0.0182
test0082,2,20,96,18240,18050,1.2182,4.9809,6.4083,0.2288
test0359,2,15,82,8610,8505,0.6321,1.4128,3.4087,0.0609
test0079,2,19,83,14193,14022,0.4989,4.0361,3.543,0.0706
test1037,2,31,40,18600,18135,0.5032,8.9326,9.7154,0.2912
test1193,2,33,51,26928,26400,1.9729,17.8295,24.8225,0.3365
test0144,2,13,72,5616,5538,0.1245,1.0656,1.0592,0.226
test0485,2,24,98,27048,26772,1.7095,9.9137,10.8409,0.4528
test1340,2,30,68,29580,29145,1.3359,13.72,15.522,0.1168
test1483,2,33,50,26400,25872,1.0041,407.5633,19.0605,0.311
test0878,2,32,54,26784,26288,0.8765,14.8351,13.3873,0.2759
test1404,2,39,40,29640,28899,0.8454,16.3701,17.8383,0.3321
test0250,2,13,46,3588,3510,0.2326,0.3991,0.4012,0.0405
test1428,2,35,50,29750,29155,0.9448,13.5319,15.3662,0.3218
test0223,2,26,82,26650,26325,1.0267,8.337,8.9694,0.2691
test0032,2,25,58,17400,17100,0.5723,5.0353,5.3693,0.0819
test0773,2,18,83,12699,12546,0.3565,2.4424,2.5814,0.0736
test1440,2,30,45,19575,19140,0.613,7.2244,7.8342,0.072
test0885,2,31,45,20925,20460,0.5337,7.9424,8.6792,0.2308
test0196,2,21,47,9870,9660,0.1825,2.1202,2.2895,0.2403
test0454,2,13,82,6396,6318,0.1405,0.7567,0.7626,0.0948
test1268,2,35,40,23800,23205,0.7564,10.7839,12.4524,0.1043
test0937,2,30,45,19575,19140,0.4898,7.3533,7.9358,0.0872
test0240,2,24,91,25116,24840,1.0098,7.2594,7.6925,0.255
test1053,2,31,58,26970,26505,0.8745,10.4759,11.5298,0.2831
test0539,2,33,42,22176,21648,0.5758,9.3333,10.2275,0.243
test1375,2,30,52,22620,22185,0.7837,8.6018,9.3754,0.0769
test0438,2,26,49,15925,15600,0.3723,4.7689,5.2484,0.2985
test0727,2,19,71,12141,11970,0.3103,2.3472,2.5201,0.1922
test0891,2,31,42,19530,19065,0.5929,7.4444,8.1758,0.0727
test0907,2,33,51,26928,26400,1.2031,11.9773,13.7281,0.1033
test0672,2,13,80,6240,6162,0.1277,0.6945,0.9007,0.0518
test0463,2,11,74,4070,4015,0.0699,0.361,0.3772,0.0181
test0056,2,27,45,15795,15444,0.3546,4.9026,5.3089,0.0825
test0466,2,10,94,4230,4185,0.0839,0.3565,0.4731,0.02
test1177,2,31,62,28830,28365,1.204,11.1047,12.342,0.0949
test1439,2,31,40,18600,18135,0.5349,7.107,7.7175,0.0879
