File,Gamma,V,T,E,V_living,G_Edges,BBR19,LS,LSAR,DEC,varNbGMLS,varNbGMDEC,varNbGMBBR19,varNbGMLSAR
gen_rollernet,2,62.0,60.243,22088.128,3266.804,13126.787,613.176,652.71,626.56,736.275,48.2379,58.0761,46.952,47.4526
