File,Gamma,V,T,E,G_Edges,BBR19,LS,LSAR,DEC
rollernet349,2,62,29,20889,12788,0.2752,6.5049,3.644,0.3323
rollernet769,2,62,13,13688,9440,0.1046,5.0436,4.4741,0.0702
rollernet257,2,62,39,24022,13710,0.3868,7.6438,3.3051,0.0863
rollernet475,2,62,22,17796,11398,0.181,5.6799,3.8707,0.282
rollernet399,2,62,26,19671,12360,0.4077,6.4457,3.9768,0.0783
rollernet808,2,62,13,13294,9081,0.1004,4.8778,4.3494,0.0855
rollernet693,2,62,15,14596,9976,0.3468,5.1049,4.1325,0.0655
rollernet843,2,62,12,13051,9138,0.0911,5.0093,4.5383,0.0699
rollernet213,2,62,47,26087,14302,0.4648,8.2567,3.7625,0.3091
rollernet388,2,62,26,19786,12257,0.7179,8.0777,8.0784,0.605
rollernet687,2,62,15,14702,10022,0.1305,6.3864,5.696,0.0426
rollernet600,2,62,17,15808,10447,0.253,7.8444,7.6306,0.4982
rollernet577,2,62,18,16181,10775,0.2437,8.2276,7.1193,0.119
rollernet396,2,62,26,19787,12414,0.2606,7.1846,7.1533,0.0986
rollernet550,2,62,19,16717,11052,0.4723,7.1063,7.2823,0.0776
rollernet377,2,62,27,20117,12390,0.4508,11.5572,7.0725,0.0978
rollernet217,2,62,46,25899,14374,0.6796,13.6254,3.5378,0.068
rollernet796,2,62,13,13540,9354,0.1109,7.1075,7.3091,0.0703
rollernet97,2,62,103,36722,19027,2.7113,23.0787,5.7603,0.2183
rollernet149,2,62,67,30552,16116,0.7761,14.0689,3.1669,0.0761
rollernet971,2,62,11,12068,8558,0.3722,5.0773,4.7889,0.0379
rollernet881,2,62,12,12800,9006,0.0973,5.243,4.9483,0.3389
rollernet753,2,62,14,13918,9550,0.1158,5.6315,4.8978,0.0741
rollernet462,2,62,22,18145,11635,0.2072,6.228,4.5947,0.3437
rollernet925,2,62,11,12138,8358,0.079,4.8102,4.7125,0.071
rollernet914,2,62,11,12199,8363,0.3254,4.7965,4.4872,0.0715
rollernet537,2,62,19,16752,10967,0.1697,6.1342,4.6663,0.093
rollernet432,2,62,24,18710,11766,0.4071,6.3069,4.1716,0.0815
rollernet314,2,62,32,21959,13152,0.526,7.5219,3.9586,0.0876
rollernet321,2,62,32,21819,13188,0.5298,7.6299,4.0306,0.0893
rollernet620,2,62,17,15439,10273,0.3308,5.7831,4.5269,0.0778
rollernet604,2,62,17,15726,10385,0.1507,5.6385,4.7871,0.3472
