File,Gamma,V,T,E,G_Edges,BBR19,LS,LSAR,DEC,varNbGMTLS,varNbGMTDEC,varNbGMTBBR19,varNbGMTLSAR
gen_rollernet,2,62.0,60.243,22088.128,13126.787,1.2901,12.6709,8.1962,0.1889,1.3889,0.0046,0.2558,2.1161
