File,Gamma,G_edges,BBR19,varBBR19
gen_B2,2,0.0369,0.7149,0.209178
gen_enron,2,0.0043,0.0844,0.026499
gen_rollernet,2,0.0425,3.4138,6374.757784
gen_B1,2,0.0071,0.0844,0.0208
