File,Gamma,V,T,E,G_Edges,BBR19,LS,LSAR,DEC,varNbGMTLS,varNbGMTDEC,varNbGMTBBR19,varNbGMTLSAR
gen_enron,2,150.0,74.048,5092.933,2397.528,0.0934,0.7733,0.2874,0.0435,0.0333,0.0008,0.0038,0.002
