File,Gamma,V,T,E,V_living,G_Edges,BBR19,LS,LSAR,DEC
enron9470000,2,150,11,3214,931,1457,132,141,142,146
enron8710000,2,150,12,3267,941,1503,140,149,148,157
enron6900000,2,150,15,3637,1161,1760,166,179,177,181
enron680000,2,150,145,9581,6708,4656,793,822,814,932
enron7070000,2,150,14,3648,1156,1795,167,178,176,189
enron90000,2,150,1092,16187,17732,4497,1484,1539,1540,1667
enron8650000,2,150,12,3343,988,1577,143,151,150,156
enron30000,2,150,3276,18362,22801,2459,1279,1306,1306,1191
enron6950000,2,150,15,3628,1162,1746,167,176,176,185
enron8100000,2,150,13,3413,1018,1610,146,158,159,163
enron6960000,2,150,15,3616,1161,1734,166,176,174,186
enron9870000,2,150,10,3157,852,1435,123,128,131,150
enron7250000,2,150,14,3542,1121,1676,151,173,169,185
enron1090000,2,150,91,7935,4833,3975,594,614,620,708
enron9640000,2,150,11,3159,888,1424,127,135,130,145
enron2770000,2,150,36,5421,2401,2825,312,341,345,371
enron9070000,2,150,11,3173,909,1416,132,136,138,148
enron4800000,2,150,21,4220,1562,2115,219,232,239,259
enron2350000,2,150,42,5771,2712,2987,350,388,384,420
enron8760000,2,150,12,3285,939,1527,135,149,149,160
enron5250000,2,150,19,4074,1454,2011,202,211,213,236
enron6370000,2,150,16,3754,1233,1830,174,185,186,192
enron2260000,2,150,44,5844,2824,2990,370,386,386,428
enron6410000,2,150,16,3753,1224,1832,173,186,180,196
enron5340000,2,150,19,4081,1435,2035,197,216,213,232
enron5990000,2,150,17,3833,1300,1862,185,201,198,217
enron7230000,2,150,14,3556,1121,1695,150,174,170,188
enron7560000,2,150,13,3435,1064,1585,150,165,162,170
enron8370000,2,150,12,3367,998,1566,142,153,155,160
enron3490000,2,150,29,4796,1978,2440,262,287,288,316
enron830000,2,150,119,8811,5856,4310,702,748,737,833
enron7970000,2,150,13,3407,1026,1590,142,158,153,174
enron6490000,2,150,16,3716,1227,1811,171,189,180,198
enron2510000,2,150,40,5675,2613,2974,341,374,372,425
enron840000,2,150,117,8801,5818,4330,692,731,719,839
enron5460000,2,150,18,3959,1375,1965,192,212,209,217
enron8840000,2,150,12,3265,940,1506,132,144,147,162
enron6870000,2,150,15,3647,1160,1775,166,178,180,187
enron6980000,2,150,15,3609,1151,1736,168,175,174,184
enron630000,2,150,156,9812,7065,4674,811,844,836,964
enron1190000,2,150,83,7639,4519,3866,566,595,589,672
enron9420000,2,150,11,3190,933,1418,131,138,136,145
enron7010000,2,150,15,3617,1155,1747,169,181,184,189
enron1170000,2,150,84,7756,4633,3964,580,600,597,702
enron5170000,2,150,20,4057,1450,2002,204,218,218,243
enron9930000,2,150,10,3148,848,1420,125,132,133,150
enron8870000,2,150,12,3251,928,1492,133,146,146,159
enron8450000,2,150,12,3365,999,1566,144,153,157,157
enron7270000,2,150,14,3535,1112,1672,151,173,167,179
enron4290000,2,150,23,4440,1707,2223,237,247,252,270
enron3380000,2,150,30,4869,2037,2438,267,294,296,328
enron7320000,2,150,14,3500,1108,1626,148,168,167,171
enron4590000,2,150,22,4205,1577,2039,211,228,228,254
enron80000,2,150,1229,16502,18419,4446,1503,1561,1558,1649
enron8030000,2,150,13,3429,1028,1618,138,156,155,173
enron8920000,2,150,12,3255,927,1497,128,143,144,156
enron9740000,2,150,11,3147,871,1415,127,133,133,153
enron5500000,2,150,18,3961,1377,1959,193,207,209,219
enron3940000,2,150,25,4540,1803,2283,240,265,261,289
enron7860000,2,150,13,3459,1074,1641,150,160,160,175
enron8690000,2,150,12,3276,949,1506,141,150,149,154
enron8600000,2,150,12,3358,988,1580,147,154,152,161
enron2410000,2,150,41,5675,2655,2940,346,370,370,418
enron2180000,2,150,46,5924,2871,3030,383,403,395,454
enron7620000,2,150,13,3452,1059,1607,154,172,166,166
enron770000,2,150,128,9086,6148,4431,723,763,762,862
enron8110000,2,150,13,3407,1015,1606,148,156,160,163
enron7880000,2,150,13,3401,1035,1582,145,156,154,172
enron2830000,2,150,35,5296,2355,2717,317,338,338,373
enron7030000,2,150,14,3641,1155,1786,169,180,178,188
enron900000,2,150,110,8550,5519,4214,652,678,679,788
enron6800000,2,150,15,3636,1166,1746,159,179,177,186
enron6770000,2,150,15,3629,1167,1738,162,178,173,183
enron7510000,2,150,14,3462,1078,1598,150,167,163,174
enron2170000,2,150,46,5926,2876,3033,373,395,396,442
enron6640000,2,150,15,3706,1224,1808,169,189,181,204
enron9550000,2,150,11,3232,930,1483,135,142,141,145
enron9030000,2,150,11,3202,921,1444,133,140,141,150
enron3860000,2,150,26,4662,1845,2382,242,268,269,304
enron8960000,2,150,11,3218,922,1458,129,140,141,154
enron6550000,2,150,16,3689,1222,1776,168,186,182,202
enron8190000,2,150,12,3360,1010,1557,144,154,156,163
enron8800000,2,150,12,3298,937,1544,134,145,148,158
enron8360000,2,150,12,3367,997,1563,143,151,154,160
enron2920000,2,150,34,5293,2313,2763,305,327,333,368
enron5850000,2,150,17,3883,1313,1918,188,199,201,218
enron1280000,2,150,77,7407,4274,3736,529,562,558,649
enron2120000,2,150,47,5992,2948,3083,386,407,403,453
enron8570000,2,150,12,3360,987,1581,147,153,156,165
enron4380000,2,150,23,4386,1656,2217,223,248,246,273
enron6690000,2,150,15,3660,1189,1760,162,177,178,202
enron6160000,2,150,16,3844,1284,1877,176,191,187,213
enron8230000,2,150,12,3354,1008,1550,143,156,155,160
enron5400000,2,150,19,4088,1444,2082,200,221,220,239
enron720000,2,150,137,9295,6452,4499,753,788,781,902
enron340000,2,150,290,11969,10141,4845,1026,1076,1063,1233
enron4780000,2,150,21,4230,1560,2132,217,239,237,276
enron7330000,2,150,14,3500,1109,1623,149,171,169,177
enron4890000,2,150,21,4160,1507,2065,204,223,228,247
enron2000000,2,150,50,6150,3082,3155,401,425,419,458
enron6610000,2,150,15,3731,1224,1823,165,190,177,207
enron6020000,2,150,17,3841,1304,1866,185,197,195,215
enron6940000,2,150,15,3655,1161,1775,167,174,175,188
enron820000,2,150,120,8827,5880,4262,703,732,724,822
enron2360000,2,150,42,5760,2714,2990,354,384,381,434
enron3290000,2,150,30,4985,2093,2576,280,309,307,352
enron6890000,2,150,15,3629,1161,1756,165,179,181,181
enron1010000,2,150,98,8112,5056,3988,620,642,638,724
enron590000,2,150,167,10008,7347,4704,827,866,857,978
enron2970000,2,150,34,5198,2283,2651,302,336,329,355
enron1370000,2,150,72,7229,4100,3684,524,554,546,620
enron3280000,2,150,30,4946,2099,2534,278,308,303,331
enron7160000,2,150,14,3653,1163,1793,161,179,176,193
enron1630000,2,150,61,6710,3616,3452,452,477,474,545
enron850000,2,150,116,8694,5702,4216,673,715,711,801
enron4500000,2,150,22,4368,1628,2202,218,241,237,264
enron7200000,2,150,14,3621,1161,1765,161,179,177,184
enron7720000,2,150,13,3468,1062,1637,155,168,161,173
enron7950000,2,150,13,3387,1023,1573,142,154,151,162
enron8850000,2,150,12,3254,938,1494,133,146,147,163
enron6140000,2,150,17,3854,1289,1881,173,191,190,210
enron8380000,2,150,12,3368,999,1568,142,151,154,161
enron2070000,2,150,48,6019,2988,3055,393,403,402,463
enron9480000,2,150,11,3212,931,1456,129,142,141,145
enron7760000,2,150,13,3456,1057,1627,155,166,165,180
enron2840000,2,150,35,5241,2328,2657,316,335,333,367
enron8340000,2,150,12,3367,998,1558,141,153,157,163
enron3820000,2,150,26,4687,1838,2399,245,274,272,296
enron3060000,2,150,33,5154,2206,2643,296,307,307,348
enron1820000,2,150,54,6413,3319,3320,429,455,443,503
enron7840000,2,150,13,3464,1071,1642,151,163,160,176
enron940000,2,150,105,8439,5393,4231,662,681,681,779
enron1220000,2,150,81,7570,4467,3807,556,584,581,658
enron7770000,2,150,13,3483,1071,1655,156,167,166,176
enron7830000,2,150,13,3475,1070,1652,153,164,163,181
enron8020000,2,150,13,3424,1027,1613,138,154,156,175
enron8420000,2,150,12,3354,1000,1556,144,156,156,160
enron7170000,2,150,14,3637,1161,1777,161,179,176,195
enron4720000,2,150,21,4296,1579,2188,211,238,235,259
enron6050000,2,150,17,3843,1295,1871,181,190,190,215
enron2270000,2,150,44,5843,2797,3022,358,387,385,426
enron9760000,2,150,11,3134,864,1403,128,134,133,153
enron1020000,2,150,97,8090,5046,4001,617,644,641,733
enron2130000,2,150,47,5946,2909,3019,371,404,397,453
enron6400000,2,150,16,3753,1224,1836,171,184,183,196
enron7990000,2,150,13,3405,1023,1594,140,155,158,169
enron5700000,2,150,18,3914,1349,1898,185,203,203,228
enron640000,2,150,154,9759,6983,4644,795,830,820,949
enron710000,2,150,139,9382,6548,4564,755,793,793,899
enron670000,2,150,147,9610,6774,4643,776,817,807,907
enron4870000,2,150,21,4179,1514,2087,207,225,229,246
enron5000000,2,150,20,4230,1515,2162,202,231,229,251
enron4240000,2,150,24,4492,1723,2285,231,250,249,282
enron1350000,2,150,73,7311,4159,3756,531,559,554,629
enron2010000,2,150,49,6157,3088,3177,395,424,414,452
enron8220000,2,150,12,3352,1008,1546,141,152,153,163
enron2800000,2,150,36,5310,2369,2732,312,336,337,378
enron7060000,2,150,14,3656,1153,1802,170,179,180,192
enron3010000,2,150,33,5133,2238,2641,301,328,325,354
enron1920000,2,150,52,6330,3215,3297,413,442,439,490
enron8720000,2,150,12,3263,940,1499,140,148,149,164
enron2540000,2,150,39,5511,2562,2799,339,357,356,407
enron1510000,2,150,66,6932,3830,3549,480,525,522,579
enron8150000,2,150,13,3386,1013,1591,145,158,160,169
enron9710000,2,150,11,3152,873,1418,127,137,135,151
enron6210000,2,150,16,3734,1246,1778,173,180,180,203
enron3800000,2,150,26,4694,1840,2421,254,272,271,303
enron6190000,2,150,16,3753,1252,1793,177,191,183,207
enron8210000,2,150,12,3349,1011,1538,140,152,154,164
enron3910000,2,150,26,4608,1846,2311,239,270,269,286
enron7690000,2,150,13,3464,1057,1628,152,167,162,166
enron9590000,2,150,11,3217,928,1476,131,143,142,150
enron3390000,2,150,29,4867,2039,2443,263,295,296,316
enron4040000,2,150,25,4576,1787,2331,244,259,263,291
enron2850000,2,150,35,5233,2329,2647,309,331,323,370
enron100000,2,150,983,15769,16900,4354,1387,1455,1452,1558
enron9120000,2,150,11,3175,915,1408,129,137,136,142
enron740000,2,150,133,9230,6334,4488,723,758,758,874
enron5480000,2,150,18,3966,1380,1967,194,209,212,224
enron3210000,2,150,31,5038,2122,2578,287,314,310,344
enron3810000,2,150,26,4695,1838,2424,251,274,276,292
enron5820000,2,150,17,3853,1299,1886,187,201,201,219
enron5630000,2,150,18,3924,1371,1899,184,200,197,216
enron3300000,2,150,30,5008,2093,2600,285,309,305,338
enron4560000,2,150,22,4326,1624,2179,214,230,235,259
enron2570000,2,150,39,5547,2533,2892,339,356,358,396
enron6460000,2,150,16,3732,1233,1825,175,189,183,200
enron5440000,2,150,19,3979,1387,1987,196,211,210,226
enron3520000,2,150,28,4820,1972,2461,263,285,281,310
enron580000,2,150,170,10121,7465,4805,839,873,869,992
enron8540000,2,150,12,3348,989,1562,143,156,156,167
enron1470000,2,150,67,7002,3895,3532,489,526,514,574
enron1360000,2,150,73,7237,4123,3667,519,552,547,621
enron3990000,2,150,25,4584,1788,2358,249,277,273,301
enron1110000,2,150,89,7909,4802,4010,591,609,619,698
enron9310000,2,150,11,3190,919,1422,132,146,143,150
enron4600000,2,150,22,4218,1574,2053,215,235,234,243
enron2990000,2,150,33,5099,2241,2574,304,331,329,360
enron2650000,2,150,38,5445,2474,2819,326,347,342,378
enron4730000,2,150,21,4294,1580,2190,213,236,237,256
enron3170000,2,150,32,5106,2168,2653,281,312,308,334
enron8240000,2,150,12,3353,1006,1548,142,158,152,160
enron3040000,2,150,33,5167,2229,2681,300,322,317,358
enron2680000,2,150,37,5447,2472,2803,323,342,347,386
enron5780000,2,150,18,3859,1313,1880,186,198,197,223
enron4860000,2,150,21,4181,1515,2092,206,225,226,255
enron8770000,2,150,12,3296,939,1535,134,148,149,159
enron5670000,2,150,18,3912,1352,1894,184,205,200,210
enron9390000,2,150,11,3191,934,1415,135,139,136,142
enron320000,2,150,308,12133,10419,4775,1028,1086,1061,1216
enron6350000,2,150,16,3747,1230,1822,172,187,190,204
enron9950000,2,150,10,3142,852,1411,125,136,137,151
enron1550000,2,150,64,6827,3715,3462,470,507,509,553
enron890000,2,150,111,8576,5557,4202,660,695,692,786
enron4430000,2,150,23,4405,1654,2263,222,253,250,280
enron4930000,2,150,20,4194,1507,2110,202,223,223,241
enron2330000,2,150,43,5784,2748,2982,358,383,379,408
enron1950000,2,150,51,6202,3141,3162,414,435,427,480
enron4950000,2,150,20,4234,1511,2157,204,223,224,255
enron8310000,2,150,12,3353,1001,1543,141,152,155,161
enron6540000,2,150,16,3686,1222,1771,168,186,181,207
enron1600000,2,150,62,6809,3657,3549,481,508,499,556
enron7280000,2,150,14,3526,1110,1657,148,173,169,183
enron490000,2,150,201,10699,8270,4886,909,938,935,1084
enron7410000,2,150,14,3485,1095,1624,153,172,175,175
enron2400000,2,150,41,5688,2687,2916,345,372,365,424
enron7340000,2,150,14,3490,1106,1617,149,168,167,176
enron9610000,2,150,11,3225,927,1486,129,143,137,152
enron6530000,2,150,16,3693,1224,1782,170,190,183,208
enron1960000,2,150,51,6243,3161,3228,414,438,430,474
enron4910000,2,150,21,4175,1513,2090,203,222,222,240
enron4020000,2,150,25,4585,1794,2351,248,263,262,286
enron6360000,2,150,16,3752,1232,1830,174,183,185,200
enron1560000,2,150,63,6812,3721,3465,474,503,496,561
enron2670000,2,150,37,5449,2461,2813,324,345,347,380
enron9790000,2,150,11,3131,864,1403,128,133,130,154
enron3580000,2,150,28,4857,1970,2523,270,301,293,319
enron2890000,2,150,35,5261,2302,2736,315,330,333,363
enron5930000,2,150,17,3890,1308,1948,186,202,198,217
enron1120000,2,150,88,7800,4725,3897,585,622,605,678
enron3370000,2,150,30,4874,2027,2439,266,292,291,319
enron1430000,2,150,69,7056,3934,3554,490,526,521,589
enron7390000,2,150,14,3464,1094,1596,151,172,173,174
enron8970000,2,150,11,3207,919,1449,130,138,139,156
enron8430000,2,150,12,3352,999,1552,143,155,156,163
enron5010000,2,150,20,4258,1519,2203,204,235,235,250
enron2690000,2,150,37,5434,2463,2789,323,342,347,393
enron1850000,2,150,54,6351,3256,3257,423,451,445,519
enron9940000,2,150,10,3144,849,1414,125,132,135,151
enron5940000,2,150,17,3885,1307,1940,189,201,199,221
enron9510000,2,150,11,3222,925,1469,130,142,142,146
enron9980000,2,150,10,3153,853,1424,124,131,134,140
enron4490000,2,150,22,4375,1633,2208,222,243,242,268
enron8510000,2,150,12,3353,995,1566,143,156,154,166
enron9040000,2,150,11,3187,919,1429,133,137,139,148
enron1700000,2,150,58,6583,3479,3374,443,463,463,528
enron7530000,2,150,14,3459,1081,1601,153,169,162,180
enron1450000,2,150,68,7027,3898,3588,489,525,525,590
enron9920000,2,150,10,3162,849,1442,126,129,133,153
enron2610000,2,150,38,5536,2519,2872,335,352,353,398
enron5620000,2,150,18,3943,1373,1927,188,201,201,219
enron4050000,2,150,25,4584,1788,2339,245,257,259,287
enron6830000,2,150,15,3641,1157,1757,165,183,181,187
enron620000,2,150,159,9870,7143,4748,808,861,854,970
enron9830000,2,150,10,3136,858,1407,125,135,129,149
enron7660000,2,150,13,3456,1061,1626,151,168,164,176
enron5730000,2,150,18,3938,1356,1940,187,204,209,236
enron750000,2,150,132,9177,6278,4471,717,758,749,873
enron4440000,2,150,23,4417,1656,2280,222,248,248,270
enron5540000,2,150,18,3981,1372,1987,195,208,205,223
enron1490000,2,150,66,6976,3851,3574,477,516,514,581
enron250000,2,150,394,12914,11797,4561,1135,1194,1181,1342
enron7910000,2,150,13,3415,1038,1593,143,157,153,181
enron4940000,2,150,20,4217,1510,2133,201,223,223,257
enron6130000,2,150,17,3865,1288,1895,175,193,191,209
enron1540000,2,150,64,6866,3722,3526,472,504,501,557
enron3450000,2,150,29,4917,2038,2545,277,297,299,322
enron3630000,2,150,28,4780,1919,2456,260,289,285,307
enron3980000,2,150,25,4564,1788,2327,243,265,260,293
enron6450000,2,150,16,3742,1234,1832,175,184,185,206
enron9170000,2,150,11,3173,919,1402,127,135,138,150
enron8730000,2,150,12,3265,935,1506,140,148,148,162
enron9770000,2,150,11,3136,863,1406,129,132,131,151
enron500000,2,150,197,10600,8176,4843,897,944,942,1065
enron8560000,2,150,12,3354,987,1572,147,154,156,166
enron8780000,2,150,12,3291,937,1528,133,147,146,158
enron6200000,2,150,16,3735,1249,1779,174,188,181,193
enron9180000,2,150,11,3169,918,1396,126,136,137,149
enron4200000,2,150,24,4479,1713,2256,233,254,249,276
enron2110000,2,150,47,6051,2958,3149,390,413,412,460
enron1940000,2,150,51,6145,3111,3104,408,426,423,472
enron5030000,2,150,20,4215,1512,2157,210,230,231,246
enron970000,2,150,102,8256,5229,4081,635,660,657,765
enron2340000,2,150,42,5777,2744,3008,357,377,376,422
enron5240000,2,150,19,4068,1455,1995,203,212,216,237
enron3470000,2,150,29,4840,1992,2465,267,292,298,322
enron3330000,2,150,30,5022,2104,2627,285,305,304,341
enron8200000,2,150,12,3361,1012,1556,141,155,154,166
enron4660000,2,150,22,4298,1579,2167,207,229,228,247
enron4700000,2,150,21,4297,1579,2188,213,235,233,256
enron1740000,2,150,57,6480,3421,3316,432,453,455,522
enron1840000,2,150,54,6393,3296,3269,412,446,442,495
enron2930000,2,150,34,5284,2287,2752,302,329,330,366
enron9880000,2,150,10,3157,852,1436,123,128,129,150
enron7210000,2,150,14,3626,1161,1768,159,179,174,186
enron6010000,2,150,17,3841,1304,1866,185,197,194,212
enron8580000,2,150,12,3364,988,1584,147,152,156,165
enron9280000,2,150,11,3182,919,1407,131,141,139,148
enron2790000,2,150,36,5408,2407,2838,313,343,347,377
enron5510000,2,150,18,3967,1379,1963,191,210,207,223
enron3000000,2,150,33,5107,2243,2586,299,327,322,354
enron6270000,2,150,16,3738,1230,1809,168,183,180,194
enron1400000,2,150,71,7129,4005,3628,512,544,532,611
enron9440000,2,150,11,3205,933,1441,129,141,140,146
enron3230000,2,150,31,4974,2110,2515,287,303,310,352
enron3190000,2,150,31,5096,2163,2634,290,312,311,331
enron6060000,2,150,17,3852,1298,1887,179,194,188,209
enron3340000,2,150,30,4984,2069,2587,277,304,301,333
enron9720000,2,150,11,3148,873,1416,127,134,133,150
enron6230000,2,150,16,3732,1241,1779,171,187,180,210
enron5960000,2,150,17,3866,1310,1905,188,198,198,212
enron3530000,2,150,28,4839,1977,2485,257,288,281,307
enron700000,2,150,141,9410,6551,4550,783,811,800,924
enron1040000,2,150,95,8065,5006,4024,606,644,638,718
enron7260000,2,150,14,3549,1114,1689,152,171,170,179
enron860000,2,150,115,8701,5691,4292,694,711,705,811
enron2280000,2,150,44,5874,2801,3058,366,401,391,449
enron4820000,2,150,21,4172,1522,2066,215,231,229,251
enron5550000,2,150,18,3987,1371,1983,193,206,200,221
enron7130000,2,150,14,3630,1155,1771,162,174,171,184
enron2420000,2,150,41,5683,2644,2943,347,371,376,411
enron4920000,2,150,20,4159,1500,2069,199,215,216,239
enron8820000,2,150,12,3292,939,1537,135,143,146,168
enron1210000,2,150,82,7610,4468,3837,551,584,581,660
enron2160000,2,150,46,5978,2908,3079,379,402,391,445
enron6030000,2,150,17,3826,1303,1851,183,194,193,217
enron5090000,2,150,20,4103,1504,2041,208,222,223,243
enron1650000,2,150,60,6653,3517,3382,446,474,471,539
enron3710000,2,150,27,4730,1915,2393,246,275,277,305
enron3460000,2,150,29,4905,2030,2530,271,293,297,326
enron9200000,2,150,11,3174,917,1400,127,136,135,149
enron3270000,2,150,31,4968,2106,2565,276,303,301,337
enron3730000,2,150,27,4708,1899,2386,250,277,277,301
enron2320000,2,150,43,5752,2732,2939,352,379,384,435
enron4470000,2,150,22,4397,1642,2237,223,244,243,266
enron6080000,2,150,17,3856,1296,1886,181,193,189,203
enron2750000,2,150,36,5366,2404,2748,314,334,330,378
enron1330000,2,150,74,7347,4203,3775,529,559,554,655
enron8950000,2,150,11,3222,922,1461,128,140,141,155
enron430000,2,150,229,11152,8910,4890,951,1003,1000,1133
enron3480000,2,150,29,4808,1993,2452,265,287,288,317
enron6760000,2,150,15,3631,1167,1738,162,180,177,188
enron8500000,2,150,12,3366,996,1580,144,154,158,164
enron3070000,2,150,33,5166,2209,2655,298,311,310,351
enron3660000,2,150,27,4720,1918,2400,254,275,275,305
enron8740000,2,150,12,3273,936,1515,136,147,145,155
enron1030000,2,150,96,8165,5066,4113,630,667,657,761
enron9090000,2,150,11,3171,914,1406,131,138,138,148
enron8290000,2,150,12,3351,998,1541,140,153,153,161
enron4840000,2,150,21,4179,1517,2080,216,223,227,256
enron7040000,2,150,14,3651,1154,1796,170,180,175,195
enron4010000,2,150,25,4600,1794,2375,249,266,265,294
enron7600000,2,150,13,3440,1063,1595,151,168,163,166
enron4110000,2,150,24,4532,1775,2307,239,267,263,280
enron7120000,2,150,14,3626,1151,1769,164,172,173,190
enron4370000,2,150,23,4379,1656,2211,228,249,249,265
enron3600000,2,150,28,4844,1981,2504,265,302,295,312
enron9220000,2,150,11,3176,920,1398,127,136,136,150
enron3410000,2,150,29,4864,2033,2435,262,296,293,319
enron450000,2,150,219,11043,8704,4998,943,991,977,1135
enron4460000,2,150,23,4425,1653,2280,223,244,246,263
enron5520000,2,150,18,3964,1376,1956,192,205,205,224
enron210000,2,150,468,13374,12577,4313,1184,1226,1217,1362
enron5690000,2,150,18,3899,1347,1877,184,201,199,216
enron6650000,2,150,15,3702,1223,1805,167,187,178,199
enron7820000,2,150,13,3482,1071,1655,155,164,164,181
enron1800000,2,150,55,6462,3350,3319,425,467,452,507
