File,Gamma,V,T,E,G_Edges,BBR19,LS,LSAR,DEC,varNbGMTLS,varNbGMTDEC,varNbGMTBBR19,varNbGMTLSAR
gen_enron,2,150.0,19.5,4085.5,2013.5,0.1321,1.2328,0.7294,0.062,0.2768,0.003,0.0184,0.1432
