File,Gamma,V,T,E,V_living,G_Edges,BBR19,LS,LSAR,DEC,varNbGMLS,varNbGMDEC,varNbGMBBR19,varNbGMLSAR
gen_enron,2,150.0,19.5,4085.5,1469.5,2013.5,204.5,214.5,214.0,236.5,20.8597,22.2739,23.6881,23.3345
