File,Gamma,V,T,E,V_living,G_Edges,BBR19,LS,LSAR,DEC,varNbGMLS,varNbGMDEC,varNbGMBBR19,varNbGMLSAR
gen_enron,2,150.0,74.048,5092.933,2548.086,2397.528,305.207,325.818,323.764,358.563,8.2148,9.1244,7.9177,8.1678
