File,Gamma,|V|,|T|,|E|,G_edges,LS,varLS
gen_rollernet,2,62.0,60.243,22088.128,75.0334,5.3638,14044391.3371
gen_rollernet,4,62.0,60.243,22088.128,150.1449,1.2619,3676880.98545
gen_rollernet,5,62.0,60.243,22088.128,121.3405,1.0138,3129360.893909
gen_rollernet,6,62.0,60.243,22088.128,270.6216,0.4566,1490790.947347
