File,Gamma,DC
test0233,2,6
test0920,2,728
test0977,2,317
test1446,2,603
test0445,2,54
test0567,2,472
test0694,2,182
test0760,2,202
test0484,2,127
test1173,2,236
test1137,2,686
test1376,2,425
test0739,2,7
test0335,2,457
test0945,2,83
test0178,2,117
test1230,2,431
test0490,2,284
test0377,2,171
test1255,2,477
test0591,2,234
test1415,2,443
test0046,2,75
test0928,2,12
test1010,2,75
test0104,2,144
test0394,2,763
test0869,2,61
test0712,2,85
test0541,2,407
test1092,2,573
test0228,2,324
test1337,2,46
test0681,2,281
test0175,2,86
test0080,2,139
test0593,2,53
test0488,2,185
test0318,2,423
test1374,2,373
test1091,2,134
test0369,2,319
test0430,2,35
test0747,2,229
test0459,2,971
test0033,2,55
test0313,2,200
test1061,2,737
test0873,2,528
test0184,2,37
test0326,2,573
test1352,2,217
test1287,2,121
test0458,2,124
test0660,2,757
test0699,2,164
test0006,2,12
test0767,2,504
test0282,2,666
test0754,2,61
test0362,2,280
test0934,2,9
test0876,2,87
test0599,2,730
test0562,2,110
test0234,2,294
test1422,2,439
test0785,2,354
test1237,2,495
test1468,2,686
test0981,2,267
test1107,2,90
test0304,2,753
test0411,2,26
test0385,2,489
test0653,2,54
test0961,2,6
test0127,2,814
test0718,2,241
test1115,2,598
test1302,2,208
test1044,2,511
test1379,2,142
test1387,2,265
test1050,2,450
test0502,2,651
test1036,2,197
test0957,2,328
test0648,2,591
test0495,2,624
test0932,2,91
test1029,2,806
test0525,2,6
test0636,2,317
test0400,2,69
test0368,2,989
test1425,2,510
test0379,2,231
test0363,2,655
test0948,2,448
test0266,2,490
test0235,2,56
test1465,2,515
test0749,2,372
test0875,2,10
test1162,2,249
test0227,2,11
test0084,2,53
test0153,2,130
test0295,2,724
test0440,2,131
test0545,2,109
test0837,2,241
test0139,2,307
test1167,2,9
test0095,2,629
test0840,2,956
test1325,2,78
test0736,2,9
test0616,2,5
test0309,2,383
test0711,2,68
test0518,2,149
test0241,2,731
test0090,2,104
test0094,2,387
test0808,2,98
test0162,2,70
test1106,2,417
test0015,2,133
test1350,2,789
test0936,2,158
test0590,2,462
test0264,2,309
test0436,2,9
test0020,2,63
test1282,2,10
test1096,2,273
test0959,2,749
test0145,2,669
test0995,2,106
test0099,2,7
test1305,2,973
test0561,2,11
test0662,2,103
test0288,2,570
test1211,2,992
test0037,2,743
test0137,2,237
test0213,2,54
test0273,2,74
test0586,2,588
test0504,2,8
test0625,2,90
test0297,2,603
test1104,2,797
test0091,2,119
test0471,2,649
test0578,2,98
test1359,2,203
test1275,2,134
test1231,2,86
test0753,2,167
test0009,2,1047
test0659,2,252
test1235,2,595
test1421,2,465
test0287,2,998
test1097,2,125
test0600,2,986
test0925,2,133
test1322,2,7
test0968,2,533
test0812,2,9
test0958,2,121
test0332,2,296
test0051,2,178
test1329,2,6
test1028,2,409
test0381,2,491
test1213,2,196
test1498,2,285
test1419,2,62
test1361,2,187
test1165,2,56
test0038,2,20
test1452,2,263
test0987,2,827
test0251,2,398
test1160,2,255
test0734,2,557
test0677,2,598
test0832,2,11
test0194,2,11
test0690,2,130
test1045,2,573
test1370,2,133
test1386,2,148
test0200,2,158
test0673,2,4
test1147,2,186
test1476,2,123
test1164,2,209
test0152,2,470
test0706,2,267
test0595,2,98
test0480,2,97
test1088,2,513
test0542,2,64
test1199,2,175
test1356,2,323
test1453,2,409
test0823,2,6
test0159,2,75
test0418,2,173
test1494,2,4
test1294,2,289
test1311,2,547
test1225,2,337
test1486,2,382
test0772,2,65
test0809,2,279
test0254,2,326
test0325,2,125
test1474,2,130
test0386,2,176
test1491,2,275
test0947,2,459
test1049,2,86
test0087,2,380
test0066,2,9
test0201,2,9
test0275,2,7
test0324,2,432
test0498,2,255
test1127,2,52
test0894,2,670
test0191,2,51
test0346,2,889
test0801,2,444
test1132,2,13
test0943,2,44
test0740,2,375
test1410,2,224
test0999,2,119
test1367,2,394
test0530,2,234
test0989,2,129
test0226,2,66
test0633,2,253
test1278,2,416
test0940,2,58
test1455,2,97
test1437,2,86
test0638,2,474
test0075,2,6
test0965,2,93
test0387,2,156
test0229,2,217
test1303,2,129
test1014,2,433
test0489,2,60
test0083,2,348
test1400,2,9
test1341,2,250
test1245,2,460
test1217,2,419
test0081,2,562
test1369,2,128
test1438,2,227
test0769,2,32
test0044,2,59
test1467,2,166
test1142,2,128
test1216,2,875
test1390,2,367
test1016,2,247
test0592,2,461
test0047,2,56
test0181,2,174
test0115,2,259
test1017,2,120
test1060,2,419
test1358,2,586
test0010,2,181
test1304,2,196
test0064,2,218
test0603,2,265
test0667,2,6
test1405,2,846
test0851,2,339
test0569,2,1093
test0464,2,947
test0641,2,303
test0732,2,370
test1223,2,581
test0882,2,14
test0169,2,8
test1103,2,69
test1412,2,42
test0949,2,767
test0238,2,258
test0203,2,205
test0423,2,648
test0012,2,262
test0045,2,221
test1079,2,105
test0805,2,35
test1068,2,202
test0819,2,186
test0479,2,339
test0670,2,576
test0192,2,139
test0364,2,165
test0997,2,301
test1472,2,206
test1326,2,221
test1141,2,522
test0605,2,6
test1128,2,370
test1334,2,581
test1357,2,100
test0257,2,80
test0167,2,7
test0654,2,330
test1464,2,4
test1150,2,374
test1283,2,7
test1297,2,71
test0453,2,57
test0547,2,508
test0109,2,532
test1117,2,62
test1343,2,721
test0294,2,549
test0283,2,732
test1202,2,479
test1274,2,62
test0713,2,200
test0214,2,47
test1171,2,135
test0475,2,469
test0693,2,229
test1429,2,395
test0728,2,429
test0985,2,318
test0244,2,7
test1043,2,506
test0243,2,222
test1095,2,624
test0786,2,392
test0462,2,353
test0054,2,233
test1381,2,571
test1338,2,345
test0924,2,55
test0668,2,192
test1207,2,336
test1469,2,407
test0674,2,482
test0956,2,483
test0938,2,21
test1360,2,5
test0941,2,503
test0232,2,27
test0868,2,169
test1172,2,31
test1186,2,37
test1309,2,368
test0942,2,11
test0284,2,486
test0141,2,24
test1102,2,166
test0513,2,289
test1227,2,88
test0684,2,470
test1480,2,303
test0493,2,388
test0189,2,282
test0824,2,514
test1406,2,419
test1332,2,397
test0791,2,214
test1201,2,837
test0642,2,490
test0950,2,225
test0216,2,9
test1242,2,234
test0771,2,1061
test0723,2,542
test0035,2,12
test1185,2,980
test0388,2,224
test1116,2,187
test0236,2,119
test0963,2,64
test1042,2,64
test0246,2,717
test0661,2,371
test0639,2,555
test0577,2,9
test1063,2,194
test0085,2,433
test1401,2,629
test0433,2,134
test1442,2,717
test0515,2,193
test0424,2,324
test0072,2,109
test1411,2,790
test0531,2,546
test1445,2,597
test1391,2,249
test0853,2,383
test0068,2,727
test0520,2,236
test0804,2,93
test0815,2,66
test0166,2,132
test0058,2,53
test1228,2,62
test0967,2,718
test0451,2,116
test0321,2,128
test0057,2,58
test1206,2,293
test1070,2,8
test0709,2,6
test0024,2,246
test0839,2,688
test1204,2,87
test0598,2,413
test0206,2,139
test1280,2,15
test0655,2,555
test0403,2,640
test0281,2,733
test0156,2,100
test1284,2,418
test0473,2,468
test1449,2,111
test0121,2,9
test1344,2,219
test1205,2,46
test0494,2,147
test0188,2,53
test0126,2,210
test0340,2,6
test1122,2,349
test1163,2,711
test1080,2,134
test0624,2,205
test1493,2,53
test0793,2,7
test0615,2,7
test1194,2,8
test1210,2,144
test1154,2,315
test0039,2,91
test0401,2,191
test0608,2,274
test1286,2,266
test1074,2,474
test0133,2,453
test0380,2,309
test0410,2,142
test0416,2,747
test0695,2,273
test0249,2,215
test0376,2,855
test0788,2,104
test1331,2,46
test0954,2,712
test0428,2,76
test0014,2,544
test0817,2,334
test1288,2,701
test0253,2,311
test1158,2,413
test0491,2,202
test0190,2,188
test1039,2,56
test0521,2,358
test0714,2,25
test0939,2,143
test0607,2,288
test0268,2,673
test0682,2,5
test0434,2,698
test0308,2,378
test1407,2,98
test0148,2,181
test1218,2,104
test0151,2,197
test0497,2,11
test0543,2,333
test0487,2,150
test1004,2,139
test0210,2,277
test0847,2,777
test0277,2,418
test0269,2,787
test1099,2,726
test0149,2,144
test1273,2,422
test0635,2,449
test0841,2,296
test0391,2,642
test1054,2,133
test1176,2,41
test1033,2,432
test1423,2,6
test1368,2,203
test0538,2,273
test0675,2,417
test0366,2,71
test1264,2,4
test0794,2,206
test1315,2,44
test1319,2,181
test1146,2,11
test0918,2,52
test1466,2,14
test1308,2,140
test1497,2,115
test0140,2,321
test1191,2,52
test0078,2,285
test1324,2,6
test0982,2,592
test0482,2,96
test0027,2,550
test1248,2,14
test0909,2,122
test0305,2,53
test0919,2,251
test0886,2,9
test0158,2,382
test1087,2,330
test0528,2,6
test1145,2,111
test1129,2,374
test1226,2,341
test0486,2,426
test1490,2,7
test1052,2,392
test0186,2,459
test0844,2,6
test1444,2,501
test0465,2,49
test0124,2,33
test0529,2,140
test0339,2,392
test1183,2,221
test0860,2,657
test1295,2,381
test1098,2,443
test1212,2,91
test0843,2,15
test0946,2,397
test0862,2,8
test0052,2,495
test0065,2,859
test0798,2,324
test0204,2,129
test0687,2,318
test0008,2,110
test1067,2,50
test0546,2,380
test0537,2,117
test0516,2,201
test1184,2,631
test0261,2,809
test1058,2,423
test0289,2,320
test1215,2,174
test0527,2,273
test1456,2,270
test0582,2,12
test0517,2,69
test0319,2,171
test0883,2,181
test0002,2,265
test0576,2,235
test1251,2,416
test0609,2,207
test0858,2,326
test0457,2,622
test0280,2,56
test0322,2,185
test0765,2,12
test0067,2,9
test1032,2,285
test0384,2,475
test0984,2,1029
test1108,2,334
test1138,2,585
test0778,2,152
test1241,2,676
test0421,2,498
test0276,2,194
test0435,2,571
test1089,2,268
test1416,2,128
test0814,2,76
test0597,2,679
test0826,2,1020
test0135,2,56
test0118,2,601
test0329,2,135
test1316,2,579
test0652,2,103
test0879,2,307
test1009,2,31
test0402,2,2
test0587,2,685
test0049,2,93
test0647,2,163
test0548,2,62
test0096,2,242
test1078,2,214
test0964,2,149
test0146,2,123
test0715,2,734
test0449,2,851
test0867,2,173
test0328,2,273
test0996,2,92
test0040,2,8
test0643,2,9
test0519,2,236
test0649,2,129
test0811,2,575
test0202,2,395
test0303,2,229
test0944,2,240
test0439,2,1095
test0333,2,60
test0405,2,201
test1335,2,127
test0353,2,63
test0988,2,88
test0441,2,9
test0994,2,125
test0382,2,195
test0296,2,358
test0795,2,43
test0330,2,445
test0222,2,107
test0123,2,396
test0483,2,104
test0265,2,189
test0247,2,11
test0827,2,201
test0143,2,562
test0512,2,110
test0404,2,166
